,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR,type
8212,0.084,0.26,0.523,0.084,0.047,0.084,0.489,0.199,0.042,0.602,0.398,nonDRNA
8213,0.138,0.193,0.5,0.046,0.106,0.138,0.495,0.193,0.023,0.532,0.468,nonDRNA
8214,0.152,0.223,0.445,0.058,0.126,0.152,0.458,0.258,0.035,0.423,0.577,nonDRNA
8215,0.135,0.177,0.515,0.057,0.126,0.135,0.497,0.243,0.027,0.53,0.47,nonDRNA
8216,0.143,0.203,0.534,0.038,0.06,0.143,0.534,0.195,0.015,0.617,0.383,nonDRNA
8217,0.136,0.186,0.472,0.053,0.15,0.136,0.445,0.246,0.032,0.449,0.551,nonDRNA
8218,0.132,0.166,0.507,0.037,0.068,0.132,0.497,0.216,0.044,0.52,0.48,nonDRNA
8219,0.075,0.192,0.6,0.042,0.142,0.075,0.569,0.183,0.047,0.517,0.483,nonDRNA
8220,0.072,0.194,0.6,0.044,0.142,0.072,0.572,0.183,0.047,0.519,0.481,nonDRNA
8221,0.167,0.2,0.5,0.043,0.048,0.167,0.524,0.219,0.019,0.557,0.443,nonDRNA
8222,0.088,0.218,0.596,0.078,0.062,0.088,0.611,0.187,0.021,0.57,0.43,nonDRNA
8223,0.172,0.205,0.404,0.019,0.066,0.172,0.426,0.231,0.033,0.403,0.597,nonDRNA
8224,0.153,0.114,0.575,0.055,0.057,0.153,0.532,0.221,0.025,0.505,0.495,nonDRNA
8225,0.137,0.163,0.518,0.023,0.055,0.137,0.486,0.195,0.025,0.499,0.501,nonDRNA
8226,0.094,0.206,0.552,0.066,0.112,0.094,0.51,0.192,0.042,0.517,0.483,nonDRNA
8227,0.118,0.153,0.603,0.092,0.052,0.118,0.603,0.214,0.022,0.638,0.362,nonDRNA
8228,0.132,0.168,0.509,0.039,0.093,0.132,0.455,0.216,0.027,0.491,0.509,nonDRNA
8229,0.09,0.247,0.507,0.05,0.092,0.09,0.492,0.198,0.034,0.622,0.378,nonDRNA
8230,0.101,0.136,0.633,0.042,0.052,0.101,0.563,0.171,0.073,0.58,0.42,nonDRNA
8231,0.116,0.254,0.499,0.065,0.095,0.116,0.512,0.214,0.055,0.48,0.52,nonDRNA
8232,0.158,0.193,0.473,0.043,0.104,0.158,0.455,0.244,0.036,0.443,0.557,nonDRNA
8233,0.161,0.177,0.478,0.038,0.091,0.161,0.484,0.247,0.038,0.441,0.559,nonDRNA
8234,0.12,0.095,0.541,0.057,0.057,0.12,0.523,0.205,0.071,0.498,0.502,nonDRNA
8235,0.119,0.241,0.482,0.058,0.091,0.119,0.5,0.235,0.034,0.509,0.491,nonDRNA
8236,0.132,0.134,0.57,0.056,0.107,0.132,0.523,0.215,0.014,0.504,0.496,nonDRNA
8237,0.117,0.14,0.576,0.052,0.057,0.117,0.564,0.186,0.017,0.55,0.45,nonDRNA
8238,0.143,0.207,0.461,0.039,0.089,0.143,0.489,0.243,0.039,0.454,0.546,nonDRNA
8239,0.143,0.211,0.476,0.045,0.072,0.143,0.485,0.238,0.045,0.494,0.506,nonDRNA
8240,0.182,0.211,0.364,0.044,0.082,0.182,0.41,0.259,0.047,0.477,0.523,nonDRNA
8241,0.128,0.163,0.586,0.084,0.075,0.128,0.595,0.22,0.035,0.564,0.436,nonDRNA
8242,0.111,0.188,0.582,0.065,0.054,0.111,0.582,0.188,0.031,0.575,0.425,nonDRNA
8243,0.12,0.192,0.496,0.064,0.096,0.12,0.492,0.224,0.036,0.452,0.548,nonDRNA
8244,0.119,0.241,0.449,0.039,0.093,0.119,0.447,0.235,0.027,0.467,0.533,nonDRNA
8245,0.135,0.264,0.485,0.067,0.055,0.135,0.521,0.252,0.067,0.534,0.466,nonDRNA
8246,0.106,0.202,0.5,0.029,0.058,0.106,0.519,0.163,0.067,0.51,0.49,nonDRNA
8247,0.128,0.146,0.574,0.051,0.059,0.128,0.521,0.199,0.027,0.556,0.444,nonDRNA
8248,0.123,0.195,0.517,0.039,0.037,0.123,0.539,0.216,0.061,0.545,0.455,nonDRNA
8249,0.133,0.186,0.522,0.06,0.081,0.133,0.516,0.226,0.034,0.521,0.479,nonDRNA
8250,0.125,0.207,0.552,0.055,0.082,0.125,0.524,0.195,0.04,0.546,0.454,nonDRNA
8251,0.14,0.182,0.554,0.041,0.066,0.14,0.554,0.207,0.017,0.488,0.512,nonDRNA
8252,0.113,0.233,0.519,0.125,0.063,0.113,0.501,0.256,0.015,0.586,0.414,nonDRNA
8253,0.152,0.198,0.477,0.058,0.091,0.152,0.453,0.243,0.025,0.469,0.531,nonDRNA
8254,0.151,0.232,0.492,0.042,0.077,0.151,0.505,0.257,0.029,0.492,0.508,nonDRNA
8255,0.121,0.155,0.608,0.071,0.102,0.121,0.6,0.212,0.041,0.49,0.51,nonDRNA
8256,0.142,0.186,0.516,0.029,0.068,0.142,0.531,0.212,0.027,0.552,0.448,nonDRNA
8257,0.124,0.186,0.54,0.056,0.093,0.124,0.524,0.206,0.023,0.466,0.534,nonDRNA
8258,0.137,0.151,0.507,0.014,0.027,0.137,0.452,0.192,0.055,0.466,0.534,nonDRNA
8259,0.157,0.18,0.49,0.05,0.061,0.157,0.494,0.238,0.05,0.475,0.525,nonDRNA
8260,0.139,0.167,0.565,0.055,0.075,0.139,0.552,0.199,0.032,0.545,0.455,nonDRNA
8261,0.11,0.168,0.592,0.056,0.053,0.11,0.536,0.178,0.021,0.591,0.409,nonDRNA
8262,0.12,0.193,0.532,0.056,0.064,0.12,0.543,0.209,0.035,0.607,0.393,nonDRNA
8263,0.132,0.212,0.489,0.043,0.096,0.132,0.498,0.203,0.036,0.466,0.534,nonDRNA
8264,0.114,0.241,0.426,0.037,0.118,0.114,0.449,0.25,0.022,0.48,0.52,nonDRNA
8265,0.111,0.237,0.434,0.038,0.12,0.111,0.457,0.249,0.025,0.491,0.509,nonDRNA
8266,0.114,0.176,0.543,0.057,0.095,0.114,0.538,0.21,0.052,0.543,0.457,nonDRNA
8267,0.103,0.202,0.585,0.042,0.074,0.103,0.562,0.182,0.017,0.543,0.457,nonDRNA
8268,0.143,0.256,0.425,0.045,0.106,0.143,0.496,0.261,0.042,0.464,0.536,nonDRNA
8269,0.164,0.174,0.467,0.031,0.103,0.164,0.467,0.226,0.021,0.446,0.554,nonDRNA
8270,0.202,0.24,0.425,0.082,0.142,0.202,0.455,0.348,0.021,0.476,0.524,nonDRNA
8271,0.137,0.208,0.543,0.051,0.056,0.137,0.533,0.213,0.015,0.569,0.431,nonDRNA
8272,0.106,0.17,0.581,0.048,0.07,0.106,0.559,0.201,0.041,0.584,0.416,nonDRNA
8273,0.168,0.213,0.46,0.065,0.102,0.168,0.466,0.281,0.06,0.52,0.48,nonDRNA
8274,0.14,0.167,0.54,0.02,0.073,0.14,0.533,0.213,0.047,0.567,0.433,nonDRNA
8275,0.1,0.224,0.506,0.07,0.067,0.1,0.509,0.219,0.015,0.584,0.416,nonDRNA
8276,0.117,0.209,0.54,0.074,0.074,0.117,0.521,0.215,0.037,0.503,0.497,nonDRNA
8277,0.142,0.167,0.509,0.04,0.057,0.142,0.495,0.226,0.035,0.524,0.476,nonDRNA
8278,0.122,0.148,0.57,0.053,0.084,0.122,0.532,0.202,0.042,0.471,0.529,nonDRNA
8279,0.112,0.185,0.55,0.047,0.041,0.112,0.554,0.207,0.05,0.562,0.438,nonDRNA
8280,0.113,0.142,0.539,0.028,0.071,0.113,0.532,0.227,0.043,0.539,0.461,nonDRNA
8281,0.124,0.15,0.575,0.065,0.065,0.124,0.569,0.203,0.052,0.471,0.529,nonDRNA
8282,0.124,0.278,0.455,0.055,0.055,0.124,0.482,0.204,0.079,0.549,0.451,nonDRNA
8283,0.121,0.229,0.499,0.038,0.032,0.121,0.515,0.19,0.039,0.546,0.454,nonDRNA
8284,0.122,0.227,0.5,0.037,0.032,0.122,0.514,0.191,0.039,0.547,0.453,nonDRNA
8285,0.123,0.229,0.487,0.035,0.033,0.123,0.508,0.198,0.043,0.539,0.461,nonDRNA
8286,0.114,0.159,0.568,0.061,0.076,0.114,0.598,0.212,0.023,0.606,0.394,nonDRNA
8287,0.137,0.182,0.532,0.041,0.102,0.137,0.494,0.204,0.032,0.545,0.455,nonDRNA
8288,0.146,0.201,0.54,0.04,0.047,0.146,0.533,0.204,0.047,0.489,0.511,nonDRNA
8289,0.15,0.165,0.493,0.028,0.059,0.15,0.514,0.212,0.05,0.468,0.532,nonDRNA
8290,0.154,0.16,0.48,0.059,0.079,0.154,0.466,0.247,0.034,0.427,0.573,nonDRNA
8291,0.182,0.137,0.546,0.058,0.096,0.182,0.498,0.265,0.031,0.485,0.515,nonDRNA
8292,0.096,0.23,0.521,0.067,0.108,0.096,0.493,0.216,0.025,0.626,0.374,nonDRNA
8293,0.131,0.308,0.372,0.041,0.058,0.131,0.459,0.221,0.128,0.567,0.433,nonDRNA
8294,0.124,0.256,0.488,0.043,0.109,0.124,0.496,0.198,0.047,0.5,0.5,nonDRNA
8295,0.132,0.252,0.474,0.041,0.109,0.132,0.474,0.207,0.038,0.504,0.496,nonDRNA
8296,0.104,0.178,0.571,0.053,0.08,0.104,0.516,0.176,0.041,0.578,0.422,nonDRNA
8297,0.119,0.139,0.596,0.099,0.066,0.119,0.583,0.219,0.04,0.517,0.483,nonDRNA
8298,0.107,0.196,0.571,0.065,0.113,0.107,0.571,0.208,0.03,0.518,0.482,nonDRNA
8299,0.124,0.206,0.502,0.053,0.153,0.124,0.517,0.23,0.029,0.474,0.526,nonDRNA
8300,0.091,0.192,0.552,0.059,0.089,0.091,0.535,0.183,0.026,0.599,0.401,nonDRNA
8301,0.14,0.251,0.461,0.047,0.095,0.14,0.464,0.201,0.022,0.506,0.494,nonDRNA
8302,0.151,0.181,0.512,0.043,0.08,0.151,0.492,0.224,0.037,0.485,0.515,nonDRNA
8303,0.128,0.134,0.593,0.041,0.105,0.128,0.512,0.192,0.058,0.494,0.506,nonDRNA
8304,0.157,0.213,0.454,0.036,0.087,0.157,0.457,0.224,0.042,0.473,0.527,nonDRNA
8305,0.147,0.215,0.495,0.044,0.102,0.147,0.481,0.218,0.041,0.536,0.464,nonDRNA
8306,0.139,0.222,0.468,0.043,0.077,0.139,0.487,0.222,0.073,0.483,0.517,nonDRNA
8307,0.149,0.165,0.531,0.062,0.057,0.149,0.521,0.237,0.057,0.562,0.438,nonDRNA
8308,0.117,0.169,0.461,0.045,0.084,0.117,0.448,0.253,0.065,0.506,0.494,nonDRNA
8309,0.141,0.192,0.479,0.038,0.093,0.141,0.473,0.23,0.016,0.498,0.502,nonDRNA
8310,0.175,0.23,0.445,0.04,0.102,0.175,0.485,0.27,0.069,0.387,0.613,nonDRNA
8311,0.019,0.151,0.528,0.075,0.019,0.019,0.547,0.094,0.094,0.472,0.528,nonDRNA
8312,0.14,0.229,0.469,0.022,0.095,0.14,0.469,0.218,0.056,0.436,0.564,nonDRNA
8313,0.171,0.19,0.475,0.032,0.089,0.171,0.424,0.241,0.025,0.475,0.525,nonDRNA
8314,0.08,0.146,0.547,0.036,0.073,0.08,0.518,0.153,0.051,0.599,0.401,nonDRNA
8315,0.104,0.158,0.539,0.03,0.074,0.104,0.515,0.202,0.027,0.491,0.509,nonDRNA
8316,0.116,0.214,0.536,0.045,0.062,0.116,0.536,0.179,0.054,0.491,0.509,nonDRNA
8317,0.081,0.162,0.676,0.054,0.108,0.081,0.568,0.162,0.027,0.459,0.541,nonDRNA
8318,0.111,0.243,0.514,0.046,0.091,0.111,0.506,0.185,0.025,0.448,0.552,nonDRNA
8319,0.135,0.098,0.583,0.055,0.055,0.135,0.558,0.209,0.012,0.472,0.528,nonDRNA
8320,0.151,0.158,0.53,0.059,0.082,0.151,0.49,0.263,0.036,0.487,0.513,nonDRNA
8321,0.172,0.112,0.474,0.017,0.06,0.172,0.474,0.207,0.017,0.319,0.681,nonDRNA
8322,0.138,0.245,0.447,0.045,0.115,0.138,0.479,0.245,0.062,0.488,0.512,nonDRNA
8323,0.144,0.167,0.544,0.088,0.084,0.144,0.549,0.242,0.014,0.521,0.479,nonDRNA
8324,0.143,0.184,0.517,0.02,0.095,0.143,0.51,0.211,0.041,0.51,0.49,nonDRNA
8325,0.132,0.196,0.508,0.028,0.088,0.132,0.504,0.208,0.04,0.532,0.468,nonDRNA
8326,0.181,0.223,0.479,0.035,0.117,0.181,0.452,0.258,0.02,0.419,0.581,nonDRNA
8327,0.105,0.228,0.506,0.055,0.11,0.105,0.54,0.203,0.042,0.477,0.523,nonDRNA
8328,0.144,0.159,0.542,0.027,0.102,0.144,0.504,0.201,0.042,0.527,0.473,nonDRNA
8329,0.118,0.249,0.458,0.038,0.103,0.118,0.486,0.212,0.03,0.501,0.499,nonDRNA
8330,0.108,0.178,0.589,0.041,0.062,0.108,0.548,0.17,0.033,0.548,0.452,nonDRNA
8331,0.162,0.147,0.525,0.035,0.085,0.162,0.494,0.228,0.012,0.514,0.486,nonDRNA
8332,0.147,0.167,0.525,0.097,0.05,0.147,0.534,0.284,0.044,0.501,0.499,nonDRNA
8333,0.132,0.208,0.5,0.042,0.104,0.132,0.493,0.215,0.062,0.542,0.458,nonDRNA
8334,0.17,0.189,0.5,0.059,0.076,0.17,0.514,0.262,0.062,0.449,0.551,nonDRNA
8335,0.148,0.162,0.515,0.017,0.096,0.148,0.472,0.197,0.031,0.437,0.563,nonDRNA
8336,0.15,0.176,0.487,0.064,0.096,0.15,0.46,0.267,0.043,0.444,0.556,nonDRNA
8337,0.205,0.167,0.524,0.083,0.059,0.205,0.424,0.312,0.035,0.573,0.427,nonDRNA
8338,0.1,0.227,0.507,0.033,0.08,0.1,0.533,0.187,0.027,0.567,0.433,nonDRNA
8339,0.099,0.217,0.508,0.061,0.147,0.099,0.479,0.208,0.042,0.527,0.473,nonDRNA
8340,0.092,0.222,0.508,0.06,0.152,0.092,0.476,0.2,0.038,0.524,0.476,nonDRNA
8341,0.156,0.143,0.558,0.041,0.095,0.156,0.544,0.245,0.034,0.497,0.503,nonDRNA
8342,0.163,0.136,0.558,0.02,0.082,0.163,0.517,0.231,0.027,0.51,0.49,nonDRNA
8343,0.163,0.109,0.558,0.027,0.082,0.163,0.49,0.252,0.02,0.517,0.483,nonDRNA
8344,0.177,0.122,0.531,0.027,0.088,0.177,0.476,0.265,0.02,0.531,0.469,nonDRNA
8345,0.163,0.156,0.544,0.027,0.088,0.163,0.503,0.231,0.02,0.51,0.49,nonDRNA
8346,0.156,0.156,0.551,0.02,0.082,0.156,0.517,0.218,0.034,0.544,0.456,nonDRNA
8347,0.17,0.156,0.544,0.027,0.082,0.17,0.503,0.224,0.034,0.503,0.497,nonDRNA
8348,0.15,0.143,0.558,0.041,0.088,0.15,0.517,0.245,0.034,0.537,0.463,nonDRNA
8349,0.088,0.227,0.547,0.058,0.081,0.088,0.506,0.204,0.028,0.61,0.39,nonDRNA
8350,0.148,0.185,0.519,0.061,0.114,0.148,0.488,0.232,0.034,0.515,0.485,nonDRNA
8351,0.19,0.212,0.445,0.022,0.117,0.19,0.496,0.219,0.044,0.445,0.555,nonDRNA
8352,0.153,0.191,0.484,0.038,0.079,0.153,0.489,0.221,0.038,0.456,0.544,nonDRNA
8353,0.17,0.175,0.51,0.058,0.141,0.17,0.481,0.233,0.019,0.413,0.587,nonDRNA
8354,0.155,0.15,0.519,0.049,0.146,0.155,0.505,0.228,0.029,0.422,0.578,nonDRNA
8355,0.113,0.226,0.509,0.057,0.038,0.113,0.566,0.189,0.094,0.547,0.453,nonDRNA
8356,0.131,0.163,0.543,0.043,0.103,0.131,0.503,0.206,0.031,0.529,0.471,nonDRNA
8357,0.13,0.16,0.55,0.031,0.084,0.13,0.527,0.168,0.031,0.527,0.473,nonDRNA
8358,0.165,0.229,0.388,0.041,0.08,0.165,0.415,0.26,0.014,0.431,0.569,nonDRNA
8359,0.13,0.184,0.52,0.033,0.06,0.13,0.508,0.221,0.03,0.583,0.417,nonDRNA
8360,0.136,0.174,0.521,0.057,0.06,0.136,0.513,0.272,0.042,0.472,0.528,nonDRNA
8361,0.141,0.167,0.47,0.035,0.131,0.141,0.46,0.293,0.03,0.475,0.525,nonDRNA
8362,0.128,0.176,0.562,0.043,0.088,0.128,0.511,0.201,0.043,0.502,0.498,nonDRNA
8363,0.132,0.152,0.53,0.026,0.04,0.132,0.417,0.219,0.033,0.636,0.364,nonDRNA
8364,0.112,0.248,0.493,0.038,0.115,0.112,0.552,0.213,0.01,0.507,0.493,nonDRNA
8365,0.129,0.199,0.544,0.042,0.091,0.129,0.512,0.188,0.031,0.491,0.509,nonDRNA
8366,0.137,0.183,0.494,0.037,0.083,0.137,0.51,0.245,0.046,0.469,0.531,nonDRNA
8367,0.124,0.141,0.585,0.035,0.058,0.124,0.56,0.182,0.029,0.524,0.476,nonDRNA
8368,0.116,0.252,0.439,0.032,0.09,0.116,0.458,0.181,0.013,0.452,0.548,nonDRNA
8369,0.178,0.191,0.438,0.039,0.092,0.178,0.444,0.262,0.045,0.438,0.562,nonDRNA
8370,0.133,0.133,0.667,0.019,0.086,0.133,0.61,0.171,0.029,0.486,0.514,nonDRNA
8371,0.153,0.128,0.545,0.065,0.106,0.153,0.507,0.234,0.025,0.46,0.54,nonDRNA
8372,0.16,0.175,0.468,0.043,0.077,0.16,0.46,0.269,0.031,0.443,0.557,nonDRNA
8373,0.125,0.198,0.521,0.041,0.089,0.125,0.493,0.206,0.03,0.521,0.479,nonDRNA
8374,0.106,0.192,0.529,0.063,0.114,0.106,0.494,0.22,0.031,0.583,0.417,nonDRNA
8375,0.167,0.23,0.4,0.042,0.106,0.167,0.391,0.288,0.018,0.53,0.47,nonDRNA
8376,0.147,0.281,0.383,0.074,0.053,0.147,0.41,0.265,0.054,0.507,0.493,nonDRNA
8377,0.161,0.207,0.445,0.038,0.105,0.161,0.465,0.24,0.051,0.491,0.509,nonDRNA
8378,0.185,0.097,0.504,0.038,0.101,0.185,0.466,0.252,0.029,0.395,0.605,nonDRNA
8379,0.126,0.216,0.505,0.05,0.117,0.126,0.514,0.207,0.005,0.486,0.514,nonDRNA
8380,0.128,0.233,0.519,0.053,0.053,0.128,0.519,0.271,0.053,0.662,0.338,nonDRNA
8381,0.126,0.184,0.568,0.039,0.147,0.126,0.531,0.203,0.018,0.446,0.554,nonDRNA
8382,0.164,0.179,0.46,0.047,0.095,0.164,0.464,0.252,0.047,0.416,0.584,nonDRNA
8383,0.111,0.242,0.484,0.051,0.148,0.111,0.47,0.206,0.031,0.536,0.464,nonDRNA
8384,0.154,0.148,0.544,0.044,0.082,0.154,0.511,0.231,0.038,0.5,0.5,nonDRNA
8385,0.141,0.141,0.531,0.046,0.118,0.141,0.508,0.221,0.034,0.462,0.538,nonDRNA
8386,0.138,0.177,0.529,0.036,0.078,0.138,0.511,0.231,0.042,0.577,0.423,nonDRNA
8387,0.141,0.177,0.532,0.033,0.078,0.141,0.511,0.225,0.042,0.58,0.42,nonDRNA
8388,0.101,0.158,0.577,0.043,0.074,0.101,0.55,0.198,0.047,0.556,0.444,nonDRNA
8389,0.13,0.118,0.586,0.018,0.056,0.13,0.55,0.169,0.024,0.524,0.476,nonDRNA
8390,0.138,0.225,0.455,0.033,0.079,0.138,0.47,0.215,0.058,0.482,0.518,nonDRNA
8391,0.143,0.175,0.521,0.046,0.097,0.143,0.529,0.233,0.07,0.416,0.584,nonDRNA
8392,0.125,0.203,0.534,0.046,0.082,0.125,0.523,0.181,0.057,0.488,0.512,nonDRNA
8393,0.17,0.192,0.446,0.048,0.103,0.17,0.469,0.258,0.044,0.443,0.557,nonDRNA
8394,0.089,0.257,0.473,0.041,0.104,0.089,0.481,0.216,0.025,0.567,0.433,nonDRNA
8395,0.147,0.184,0.502,0.065,0.111,0.147,0.521,0.249,0.032,0.479,0.521,nonDRNA
8396,0.104,0.253,0.467,0.013,0.041,0.104,0.485,0.16,0.027,0.506,0.494,nonDRNA
8397,0.177,0.185,0.432,0.044,0.107,0.177,0.443,0.262,0.044,0.417,0.583,nonDRNA
8398,0.178,0.185,0.433,0.044,0.107,0.178,0.444,0.263,0.044,0.419,0.581,nonDRNA
8399,0.135,0.205,0.5,0.053,0.085,0.135,0.498,0.226,0.043,0.477,0.523,nonDRNA
8400,0.113,0.179,0.51,0.054,0.16,0.113,0.49,0.206,0.027,0.459,0.541,nonDRNA
8401,0.169,0.176,0.542,0.042,0.077,0.169,0.535,0.232,0.014,0.556,0.444,nonDRNA
8402,0.176,0.197,0.507,0.042,0.077,0.176,0.556,0.246,0.021,0.521,0.479,nonDRNA
8403,0.169,0.19,0.528,0.042,0.077,0.169,0.528,0.239,0.021,0.563,0.437,nonDRNA
8404,0.169,0.176,0.542,0.035,0.077,0.169,0.556,0.225,0.028,0.535,0.465,nonDRNA
8405,0.176,0.183,0.528,0.028,0.085,0.176,0.542,0.225,0.028,0.521,0.479,nonDRNA
8406,0.162,0.183,0.549,0.042,0.077,0.162,0.556,0.218,0.028,0.577,0.423,nonDRNA
8407,0.176,0.197,0.507,0.042,0.077,0.176,0.521,0.239,0.042,0.556,0.444,nonDRNA
8408,0.162,0.155,0.563,0.035,0.077,0.162,0.535,0.225,0.014,0.528,0.472,nonDRNA
8409,0.169,0.239,0.458,0.042,0.085,0.169,0.493,0.239,0.021,0.549,0.451,nonDRNA
8410,0.234,0.123,0.506,0.026,0.071,0.234,0.468,0.26,0.019,0.37,0.63,nonDRNA
8411,0.105,0.237,0.542,0.067,0.079,0.105,0.541,0.202,0.055,0.518,0.482,nonDRNA
8412,0.176,0.183,0.535,0.042,0.077,0.176,0.514,0.232,0.021,0.563,0.437,nonDRNA
8413,0.176,0.176,0.528,0.049,0.077,0.176,0.542,0.254,0.028,0.556,0.444,nonDRNA
8414,0.183,0.197,0.493,0.049,0.085,0.183,0.521,0.261,0.021,0.521,0.479,nonDRNA
8415,0.169,0.162,0.486,0.021,0.085,0.169,0.521,0.254,0.042,0.472,0.528,nonDRNA
8416,0.117,0.192,0.538,0.049,0.106,0.117,0.493,0.218,0.021,0.528,0.472,nonDRNA
8417,0.137,0.182,0.545,0.122,0.043,0.137,0.527,0.278,0.042,0.617,0.383,nonDRNA
8418,0.173,0.26,0.457,0.092,0.072,0.173,0.468,0.283,0.04,0.457,0.543,nonDRNA
8419,0.183,0.317,0.427,0.049,0.037,0.183,0.561,0.244,0.073,0.573,0.427,nonDRNA
8420,0.091,0.288,0.461,0.091,0.055,0.091,0.394,0.267,0.017,0.552,0.448,nonDRNA
8421,0.177,0.231,0.463,0.068,0.075,0.177,0.483,0.306,0.061,0.517,0.483,nonDRNA
8422,0.109,0.192,0.532,0.05,0.08,0.109,0.517,0.211,0.025,0.521,0.479,nonDRNA
8423,0.146,0.257,0.43,0.049,0.082,0.146,0.467,0.235,0.082,0.426,0.574,nonDRNA
8424,0.159,0.255,0.441,0.076,0.124,0.159,0.49,0.29,0.069,0.503,0.497,nonDRNA
8425,0.12,0.181,0.512,0.036,0.054,0.12,0.53,0.193,0.03,0.536,0.464,nonDRNA
8426,0.183,0.116,0.5,0.027,0.049,0.183,0.473,0.254,0.049,0.473,0.527,nonDRNA
8427,0.109,0.255,0.467,0.027,0.066,0.109,0.467,0.191,0.034,0.568,0.432,nonDRNA
8428,0.139,0.199,0.509,0.042,0.101,0.139,0.526,0.199,0.038,0.443,0.557,nonDRNA
8429,0.084,0.318,0.448,0.027,0.123,0.084,0.41,0.215,0.015,0.655,0.345,nonDRNA
8430,0.18,0.103,0.51,0.042,0.061,0.18,0.49,0.261,0.031,0.425,0.575,nonDRNA
8431,0.168,0.208,0.448,0.048,0.059,0.168,0.454,0.265,0.026,0.521,0.479,nonDRNA
8432,0.061,0.362,0.476,0.121,0.061,0.061,0.627,0.216,0.023,0.712,0.288,nonDRNA
8433,0.151,0.204,0.408,0.017,0.117,0.151,0.428,0.224,0.04,0.391,0.609,nonDRNA
8434,0.173,0.142,0.514,0.045,0.087,0.173,0.501,0.247,0.029,0.428,0.572,nonDRNA
8435,0.124,0.112,0.588,0.026,0.064,0.124,0.528,0.191,0.049,0.528,0.472,nonDRNA
8436,0.107,0.217,0.506,0.065,0.061,0.107,0.498,0.218,0.02,0.575,0.425,nonDRNA
8437,0.17,0.129,0.537,0.02,0.088,0.17,0.517,0.245,0.014,0.503,0.497,nonDRNA
8438,0.095,0.243,0.503,0.059,0.109,0.095,0.488,0.216,0.016,0.548,0.452,nonDRNA
8439,0.134,0.124,0.589,0.061,0.068,0.134,0.521,0.214,0.024,0.55,0.45,nonDRNA
8440,0.162,0.14,0.447,0.013,0.085,0.162,0.443,0.247,0.038,0.43,0.57,nonDRNA
8441,0.136,0.208,0.456,0.026,0.084,0.136,0.468,0.224,0.019,0.468,0.532,nonDRNA
8442,0.143,0.291,0.421,0.048,0.096,0.143,0.47,0.239,0.08,0.539,0.461,nonDRNA
8443,0.136,0.155,0.526,0.044,0.053,0.136,0.507,0.219,0.028,0.471,0.529,nonDRNA
8444,0.155,0.155,0.545,0.018,0.091,0.155,0.473,0.227,0.027,0.582,0.418,nonDRNA
8445,0.128,0.215,0.462,0.019,0.147,0.128,0.455,0.196,0.026,0.41,0.59,nonDRNA
8446,0.107,0.236,0.425,0.062,0.062,0.107,0.439,0.226,0.071,0.633,0.367,nonDRNA
8447,0.131,0.286,0.423,0.047,0.127,0.131,0.469,0.23,0.075,0.469,0.531,nonDRNA
8448,0.18,0.164,0.434,0.024,0.093,0.18,0.445,0.248,0.019,0.375,0.625,nonDRNA
8449,0.133,0.271,0.457,0.053,0.083,0.133,0.474,0.241,0.03,0.596,0.404,nonDRNA
8450,0.048,0.245,0.605,0.041,0.061,0.048,0.605,0.122,0.034,0.762,0.238,nonDRNA
8451,0.161,0.148,0.506,0.048,0.103,0.161,0.512,0.261,0.039,0.458,0.542,nonDRNA
8452,0.158,0.23,0.445,0.05,0.041,0.158,0.447,0.241,0.031,0.477,0.523,nonDRNA
8453,0.142,0.236,0.483,0.083,0.067,0.142,0.494,0.244,0.044,0.469,0.531,nonDRNA
8454,0.173,0.197,0.443,0.032,0.081,0.173,0.468,0.243,0.03,0.414,0.586,nonDRNA
8455,0.138,0.254,0.462,0.031,0.1,0.138,0.492,0.208,0.023,0.523,0.477,nonDRNA
8456,0.129,0.211,0.47,0.027,0.109,0.129,0.472,0.232,0.04,0.476,0.524,nonDRNA
8457,0.135,0.182,0.517,0.039,0.06,0.135,0.487,0.229,0.04,0.543,0.457,nonDRNA
8458,0.103,0.206,0.503,0.05,0.086,0.103,0.483,0.208,0.017,0.536,0.464,nonDRNA
8459,0.145,0.268,0.434,0.034,0.094,0.145,0.443,0.2,0.026,0.43,0.57,nonDRNA
8460,0.109,0.204,0.517,0.074,0.095,0.109,0.531,0.237,0.028,0.464,0.536,nonDRNA
8461,0.134,0.185,0.534,0.05,0.081,0.134,0.527,0.208,0.037,0.456,0.544,nonDRNA
8462,0.153,0.179,0.502,0.059,0.088,0.153,0.498,0.241,0.02,0.486,0.514,nonDRNA
8463,0.099,0.232,0.469,0.05,0.138,0.099,0.469,0.232,0.013,0.51,0.49,nonDRNA
8464,0.146,0.185,0.517,0.046,0.099,0.146,0.49,0.212,0.06,0.47,0.53,nonDRNA
8465,0.163,0.24,0.427,0.1,0.041,0.163,0.441,0.292,0.017,0.553,0.447,nonDRNA
8466,0.123,0.149,0.561,0.026,0.056,0.123,0.532,0.182,0.048,0.565,0.435,nonDRNA
8467,0.131,0.215,0.529,0.058,0.079,0.131,0.529,0.23,0.042,0.503,0.497,nonDRNA
8468,0.1,0.208,0.505,0.026,0.118,0.1,0.477,0.18,0.022,0.529,0.471,nonDRNA
