ID,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR
Seq_6861,0.188,0.23,0.416,0.037,0.066,0.188,0.407,0.253,0.042,0.458,0.542
Seq_6862,0.134,0.201,0.486,0.039,0.093,0.134,0.48,0.22,0.049,0.488,0.512
Seq_6863,0.133,0.167,0.537,0.051,0.065,0.133,0.517,0.203,0.054,0.511,0.489
Seq_6864,0.095,0.149,0.459,0.014,0.088,0.095,0.459,0.162,0.068,0.412,0.588
Seq_6865,0.13,0.145,0.464,0.043,0.043,0.13,0.478,0.217,0.072,0.551,0.449
Seq_6866,0.185,0.185,0.433,0.025,0.14,0.185,0.439,0.248,0.038,0.369,0.631
Seq_6867,0.158,0.155,0.491,0.034,0.041,0.158,0.489,0.227,0.036,0.468,0.532
Seq_6868,0.158,0.184,0.422,0.026,0.081,0.158,0.433,0.226,0.04,0.44,0.56
Seq_6869,0.125,0.185,0.507,0.04,0.132,0.125,0.48,0.205,0.047,0.429,0.571
Seq_6870,0.152,0.163,0.488,0.021,0.062,0.152,0.467,0.208,0.024,0.502,0.498
Seq_6871,0.145,0.202,0.475,0.04,0.082,0.145,0.489,0.226,0.036,0.444,0.556
Seq_6872,0.109,0.169,0.613,0.06,0.056,0.109,0.609,0.18,0.023,0.605,0.395
Seq_6873,0.134,0.137,0.57,0.05,0.055,0.134,0.51,0.214,0.025,0.512,0.488
Seq_6874,0.135,0.18,0.521,0.039,0.066,0.135,0.515,0.21,0.042,0.527,0.473
Seq_6875,0.132,0.203,0.476,0.054,0.094,0.132,0.493,0.242,0.05,0.497,0.503
Seq_6876,0.189,0.118,0.528,0.087,0.102,0.189,0.48,0.299,0.055,0.402,0.598
Seq_6877,0.147,0.15,0.495,0.038,0.089,0.147,0.481,0.226,0.038,0.446,0.554
Seq_6878,0.117,0.165,0.567,0.034,0.061,0.117,0.556,0.182,0.035,0.517,0.483
Seq_6879,0.083,0.249,0.45,0.047,0.083,0.083,0.491,0.183,0.041,0.485,0.515
Seq_6880,0.065,0.271,0.484,0.045,0.097,0.065,0.523,0.155,0.058,0.503,0.497
Seq_6881,0.149,0.182,0.455,0.033,0.074,0.149,0.455,0.24,0.062,0.463,0.537
Seq_6882,0.152,0.178,0.523,0.056,0.115,0.152,0.496,0.232,0.029,0.447,0.553
Seq_6883,0.109,0.148,0.602,0.062,0.049,0.109,0.549,0.201,0.047,0.562,0.438
Seq_6884,0.159,0.224,0.426,0.043,0.091,0.159,0.449,0.261,0.054,0.515,0.485
Seq_6885,0.135,0.196,0.487,0.041,0.098,0.135,0.452,0.219,0.032,0.472,0.528
Seq_6886,0.123,0.189,0.536,0.054,0.09,0.123,0.503,0.207,0.026,0.528,0.472
Seq_6887,0.155,0.194,0.491,0.074,0.099,0.155,0.502,0.265,0.007,0.47,0.53
Seq_6888,0.128,0.185,0.512,0.038,0.078,0.128,0.482,0.195,0.02,0.528,0.472
Seq_6889,0.123,0.209,0.517,0.06,0.103,0.123,0.507,0.202,0.026,0.54,0.46
Seq_6890,0.192,0.178,0.467,0.038,0.059,0.192,0.47,0.265,0.014,0.467,0.533
Seq_6891,0.135,0.193,0.531,0.082,0.087,0.135,0.473,0.237,0.019,0.536,0.464
Seq_6892,0.126,0.244,0.458,0.046,0.111,0.126,0.501,0.237,0.057,0.54,0.46
Seq_6893,0.126,0.244,0.458,0.046,0.111,0.126,0.501,0.237,0.059,0.54,0.46
Seq_6894,0.143,0.201,0.4,0.092,0.048,0.143,0.426,0.313,0.029,0.512,0.488
Seq_6895,0.085,0.137,0.603,0.068,0.06,0.085,0.581,0.171,0.047,0.568,0.432
Seq_6896,0.114,0.25,0.462,0.016,0.109,0.114,0.451,0.168,0.016,0.451,0.549
Seq_6897,0.162,0.214,0.432,0.021,0.12,0.162,0.47,0.226,0.034,0.423,0.577
Seq_6898,0.133,0.213,0.47,0.045,0.104,0.133,0.475,0.232,0.04,0.516,0.484
Seq_6899,0.118,0.224,0.513,0.039,0.079,0.118,0.605,0.184,0.013,0.579,0.421
Seq_6900,0.105,0.184,0.561,0.088,0.079,0.105,0.491,0.237,0.018,0.588,0.412
Seq_6901,0.164,0.259,0.457,0.069,0.129,0.164,0.44,0.267,0.06,0.543,0.457
Seq_6902,0.093,0.18,0.536,0.046,0.134,0.093,0.546,0.216,0.015,0.557,0.443
Seq_6903,0.104,0.197,0.528,0.041,0.14,0.104,0.534,0.218,0.01,0.549,0.451
Seq_6904,0.119,0.244,0.471,0.068,0.069,0.119,0.454,0.246,0.031,0.485,0.515
Seq_6905,0.172,0.22,0.357,0.032,0.041,0.172,0.393,0.253,0.03,0.403,0.597
Seq_6906,0.085,0.289,0.507,0.066,0.116,0.085,0.512,0.185,0.033,0.584,0.416
Seq_6907,0.132,0.202,0.471,0.061,0.105,0.132,0.487,0.244,0.049,0.49,0.51
Seq_6908,0.123,0.231,0.502,0.042,0.096,0.123,0.498,0.198,0.042,0.495,0.505
Seq_6909,0.128,0.177,0.553,0.06,0.064,0.128,0.549,0.211,0.038,0.556,0.444
Seq_6910,0.148,0.208,0.472,0.056,0.125,0.148,0.5,0.25,0.046,0.426,0.574
Seq_6911,0.165,0.19,0.456,0.04,0.107,0.165,0.453,0.242,0.034,0.388,0.612
Seq_6912,0.063,0.337,0.404,0.048,0.13,0.063,0.422,0.144,0.052,0.559,0.441
Seq_6913,0.125,0.148,0.561,0.033,0.064,0.125,0.528,0.194,0.02,0.526,0.474
Seq_6914,0.138,0.175,0.509,0.027,0.09,0.138,0.493,0.204,0.032,0.411,0.589
Seq_6915,0.129,0.19,0.469,0.02,0.054,0.129,0.449,0.204,0.088,0.517,0.483
Seq_6916,0.16,0.133,0.557,0.078,0.084,0.16,0.515,0.262,0.027,0.47,0.53
Seq_6917,0.131,0.129,0.559,0.052,0.101,0.131,0.515,0.204,0.023,0.521,0.479
Seq_6918,0.116,0.192,0.528,0.048,0.071,0.116,0.495,0.212,0.037,0.522,0.478
Seq_6919,0.119,0.18,0.54,0.031,0.073,0.119,0.517,0.211,0.042,0.533,0.467
Seq_6920,0.102,0.253,0.498,0.053,0.092,0.102,0.504,0.208,0.019,0.64,0.36
Seq_6921,0.058,0.338,0.456,0.034,0.106,0.058,0.514,0.131,0.02,0.652,0.348
Seq_6922,0.152,0.216,0.502,0.063,0.093,0.152,0.528,0.23,0.059,0.476,0.524
Seq_6923,0.142,0.22,0.449,0.008,0.071,0.142,0.465,0.205,0.039,0.441,0.559
Seq_6924,0.105,0.199,0.547,0.043,0.078,0.105,0.586,0.211,0.012,0.551,0.449
Seq_6925,0.107,0.254,0.497,0.038,0.106,0.107,0.541,0.192,0.052,0.551,0.449
Seq_6926,0.107,0.254,0.497,0.038,0.106,0.107,0.541,0.193,0.052,0.55,0.45
Seq_6927,0.107,0.253,0.498,0.039,0.106,0.107,0.542,0.193,0.052,0.551,0.449
Seq_6928,0.107,0.254,0.497,0.038,0.106,0.107,0.541,0.193,0.052,0.551,0.449
Seq_6929,0.107,0.254,0.497,0.038,0.106,0.107,0.541,0.193,0.052,0.55,0.45
Seq_6930,0.112,0.253,0.487,0.039,0.113,0.112,0.531,0.201,0.056,0.541,0.459
Seq_6931,0.175,0.204,0.469,0.073,0.076,0.175,0.434,0.284,0.052,0.528,0.472
Seq_6932,0.136,0.195,0.483,0.049,0.096,0.136,0.491,0.238,0.029,0.452,0.548
Seq_6933,0.133,0.141,0.544,0.052,0.069,0.133,0.528,0.218,0.036,0.516,0.484
Seq_6934,0.128,0.18,0.495,0.046,0.109,0.128,0.493,0.212,0.022,0.487,0.513
Seq_6935,0.117,0.199,0.546,0.071,0.082,0.117,0.521,0.213,0.035,0.535,0.465
Seq_6936,0.088,0.187,0.578,0.031,0.074,0.088,0.544,0.139,0.045,0.564,0.436
Seq_6937,0.106,0.123,0.648,0.07,0.026,0.106,0.59,0.176,0.035,0.648,0.352
Seq_6938,0.152,0.23,0.43,0.05,0.099,0.152,0.455,0.261,0.044,0.461,0.539
Seq_6939,0.167,0.212,0.433,0.027,0.118,0.167,0.421,0.241,0.034,0.372,0.628
Seq_6940,0.152,0.189,0.52,0.06,0.095,0.152,0.522,0.243,0.03,0.533,0.467
Seq_6941,0.158,0.136,0.54,0.063,0.053,0.158,0.525,0.234,0.04,0.523,0.477
Seq_6942,0.129,0.194,0.507,0.023,0.076,0.129,0.487,0.173,0.035,0.49,0.51
Seq_6943,0.107,0.158,0.591,0.06,0.052,0.107,0.541,0.178,0.024,0.609,0.391
Seq_6944,0.133,0.189,0.536,0.085,0.065,0.133,0.485,0.243,0.022,0.541,0.459
Seq_6945,0.029,0.088,0.765,0.0,0.088,0.029,0.618,0.059,0.029,0.412,0.588
Seq_6946,0.111,0.164,0.572,0.044,0.038,0.111,0.522,0.182,0.047,0.563,0.437
Seq_6947,0.099,0.312,0.474,0.099,0.039,0.099,0.496,0.221,0.021,0.607,0.393
Seq_6948,0.157,0.165,0.489,0.055,0.052,0.157,0.411,0.275,0.015,0.611,0.389
Seq_6949,0.137,0.26,0.374,0.063,0.047,0.137,0.387,0.264,0.041,0.519,0.481
Seq_6950,0.114,0.177,0.582,0.025,0.089,0.114,0.456,0.165,0.063,0.57,0.43
Seq_6951,0.128,0.214,0.543,0.077,0.061,0.128,0.55,0.214,0.019,0.607,0.393
Seq_6952,0.204,0.2,0.354,0.017,0.037,0.204,0.374,0.257,0.037,0.37,0.63
Seq_6953,0.128,0.217,0.497,0.057,0.114,0.128,0.465,0.22,0.013,0.535,0.465
Seq_6954,0.136,0.185,0.498,0.049,0.123,0.136,0.492,0.228,0.038,0.5,0.5
Seq_6955,0.13,0.248,0.485,0.056,0.046,0.13,0.497,0.233,0.041,0.543,0.457
Seq_6956,0.171,0.162,0.5,0.045,0.09,0.171,0.5,0.243,0.05,0.392,0.608
Seq_6957,0.097,0.305,0.441,0.086,0.042,0.097,0.453,0.247,0.051,0.557,0.443
Seq_6958,0.097,0.296,0.449,0.087,0.041,0.097,0.455,0.247,0.055,0.56,0.44
Seq_6959,0.11,0.204,0.54,0.049,0.076,0.11,0.513,0.2,0.043,0.548,0.452
Seq_6960,0.108,0.155,0.598,0.074,0.095,0.108,0.584,0.22,0.051,0.503,0.497
Seq_6961,0.134,0.278,0.495,0.062,0.062,0.134,0.536,0.206,0.041,0.629,0.371
Seq_6962,0.105,0.279,0.459,0.092,0.042,0.105,0.448,0.26,0.059,0.546,0.454
Seq_6963,0.114,0.212,0.544,0.063,0.13,0.114,0.547,0.193,0.038,0.484,0.516
Seq_6964,0.113,0.156,0.561,0.035,0.061,0.113,0.503,0.185,0.038,0.543,0.457
Seq_6965,0.151,0.243,0.431,0.056,0.092,0.151,0.461,0.258,0.036,0.478,0.522
Seq_6966,0.154,0.223,0.469,0.069,0.092,0.154,0.438,0.262,0.062,0.438,0.562
Seq_6967,0.112,0.151,0.595,0.086,0.066,0.112,0.579,0.22,0.026,0.602,0.398
Seq_6968,0.086,0.196,0.584,0.072,0.053,0.086,0.584,0.191,0.062,0.55,0.45
Seq_6969,0.104,0.192,0.592,0.12,0.04,0.104,0.52,0.248,0.04,0.568,0.432
Seq_6970,0.166,0.192,0.473,0.061,0.105,0.166,0.455,0.271,0.043,0.465,0.535
Seq_6971,0.155,0.207,0.474,0.034,0.06,0.155,0.466,0.233,0.026,0.483,0.517
Seq_6972,0.148,0.148,0.561,0.082,0.102,0.148,0.541,0.245,0.02,0.505,0.495
Seq_6973,0.138,0.21,0.512,0.059,0.062,0.138,0.516,0.229,0.04,0.503,0.497
Seq_6974,0.142,0.19,0.523,0.04,0.082,0.142,0.512,0.218,0.057,0.506,0.494
Seq_6975,0.136,0.255,0.471,0.074,0.09,0.136,0.512,0.25,0.033,0.538,0.462
Seq_6976,0.151,0.195,0.476,0.047,0.086,0.151,0.479,0.241,0.038,0.474,0.526
Seq_6977,0.136,0.172,0.541,0.062,0.055,0.136,0.533,0.225,0.033,0.459,0.541
Seq_6978,0.153,0.247,0.415,0.058,0.051,0.153,0.431,0.241,0.032,0.483,0.517
Seq_6979,0.147,0.179,0.523,0.039,0.081,0.147,0.477,0.223,0.028,0.512,0.488
Seq_6980,0.149,0.195,0.492,0.053,0.102,0.149,0.488,0.234,0.056,0.512,0.488
Seq_6981,0.116,0.154,0.622,0.05,0.058,0.116,0.622,0.181,0.031,0.602,0.398
Seq_6982,0.198,0.156,0.48,0.026,0.092,0.198,0.47,0.261,0.034,0.409,0.591
Seq_6983,0.099,0.268,0.507,0.049,0.079,0.099,0.54,0.182,0.051,0.612,0.388
Seq_6984,0.131,0.131,0.596,0.073,0.057,0.131,0.596,0.224,0.037,0.559,0.441
Seq_6985,0.147,0.25,0.407,0.026,0.128,0.147,0.397,0.247,0.026,0.526,0.474
Seq_6986,0.154,0.272,0.409,0.039,0.063,0.154,0.433,0.22,0.02,0.504,0.496
Seq_6987,0.108,0.169,0.571,0.055,0.033,0.108,0.541,0.193,0.046,0.598,0.402
Seq_6988,0.16,0.196,0.509,0.117,0.06,0.16,0.466,0.302,0.032,0.52,0.48
Seq_6989,0.165,0.192,0.481,0.065,0.104,0.165,0.446,0.269,0.012,0.496,0.504
Seq_6990,0.102,0.215,0.52,0.049,0.115,0.102,0.447,0.215,0.029,0.593,0.407
Seq_6991,0.137,0.207,0.441,0.042,0.075,0.137,0.446,0.217,0.04,0.479,0.521
Seq_6992,0.14,0.216,0.485,0.023,0.135,0.14,0.532,0.205,0.041,0.474,0.526
Seq_6993,0.138,0.183,0.5,0.045,0.077,0.138,0.532,0.246,0.034,0.503,0.497
Seq_6994,0.109,0.241,0.534,0.065,0.071,0.109,0.507,0.187,0.02,0.527,0.473
Seq_6995,0.133,0.206,0.533,0.079,0.079,0.133,0.545,0.218,0.03,0.418,0.582
Seq_6996,0.175,0.224,0.367,0.026,0.029,0.175,0.397,0.236,0.042,0.393,0.607
Seq_6997,0.138,0.174,0.506,0.036,0.085,0.138,0.498,0.219,0.053,0.474,0.526
Seq_6998,0.154,0.21,0.4,0.037,0.059,0.154,0.433,0.288,0.036,0.495,0.505
Seq_6999,0.111,0.198,0.514,0.039,0.087,0.111,0.491,0.194,0.035,0.545,0.455
Seq_7000,0.125,0.218,0.499,0.054,0.089,0.125,0.482,0.208,0.035,0.518,0.482
Seq_7001,0.073,0.201,0.663,0.043,0.136,0.073,0.624,0.138,0.045,0.529,0.471
Seq_7002,0.136,0.333,0.432,0.049,0.074,0.136,0.568,0.185,0.148,0.58,0.42
Seq_7003,0.113,0.263,0.446,0.065,0.113,0.113,0.489,0.247,0.07,0.516,0.484
Seq_7004,0.153,0.227,0.45,0.036,0.094,0.153,0.382,0.225,0.032,0.523,0.477
Seq_7005,0.088,0.291,0.481,0.122,0.069,0.088,0.559,0.253,0.015,0.626,0.374
Seq_7006,0.117,0.184,0.544,0.029,0.058,0.117,0.515,0.175,0.029,0.553,0.447
Seq_7007,0.115,0.209,0.519,0.035,0.07,0.115,0.523,0.202,0.007,0.53,0.47
Seq_7008,0.13,0.174,0.57,0.055,0.099,0.13,0.543,0.195,0.044,0.522,0.478
Seq_7009,0.087,0.233,0.537,0.062,0.105,0.087,0.554,0.219,0.029,0.62,0.38
Seq_7010,0.14,0.207,0.482,0.037,0.122,0.14,0.497,0.216,0.038,0.418,0.582
Seq_7011,0.111,0.182,0.514,0.028,0.085,0.111,0.475,0.177,0.021,0.523,0.477
Seq_7012,0.146,0.196,0.487,0.051,0.095,0.146,0.5,0.241,0.022,0.446,0.554
Seq_7013,0.139,0.232,0.443,0.05,0.091,0.139,0.503,0.256,0.089,0.525,0.475
Seq_7014,0.099,0.234,0.587,0.034,0.179,0.099,0.6,0.166,0.019,0.413,0.587
Seq_7015,0.117,0.21,0.532,0.044,0.088,0.117,0.551,0.19,0.098,0.483,0.517
Seq_7016,0.088,0.276,0.466,0.05,0.097,0.088,0.5,0.215,0.059,0.518,0.482
Seq_7017,0.14,0.171,0.519,0.031,0.078,0.14,0.543,0.248,0.031,0.481,0.519
Seq_7018,0.14,0.174,0.479,0.049,0.075,0.14,0.494,0.226,0.053,0.423,0.577
Seq_7019,0.136,0.181,0.472,0.053,0.079,0.136,0.494,0.23,0.057,0.434,0.566
Seq_7020,0.145,0.166,0.48,0.04,0.101,0.145,0.492,0.237,0.049,0.443,0.557
Seq_7021,0.114,0.22,0.517,0.054,0.082,0.114,0.513,0.2,0.03,0.506,0.494
Seq_7022,0.129,0.178,0.559,0.049,0.052,0.129,0.526,0.202,0.033,0.537,0.463
Seq_7023,0.116,0.171,0.5,0.018,0.061,0.116,0.518,0.201,0.098,0.5,0.5
Seq_7024,0.136,0.185,0.528,0.049,0.063,0.136,0.542,0.213,0.042,0.5,0.5
Seq_7025,0.129,0.182,0.535,0.049,0.063,0.129,0.542,0.206,0.045,0.497,0.503
Seq_7026,0.134,0.143,0.577,0.076,0.052,0.134,0.56,0.219,0.029,0.583,0.417
Seq_7027,0.14,0.197,0.465,0.032,0.115,0.14,0.471,0.21,0.038,0.427,0.573
Seq_7028,0.118,0.162,0.574,0.0,0.0,0.118,0.529,0.147,0.029,0.559,0.441
Seq_7029,0.059,0.259,0.556,0.039,0.088,0.059,0.493,0.127,0.01,0.659,0.341
Seq_7030,0.109,0.241,0.475,0.035,0.076,0.109,0.481,0.208,0.037,0.584,0.416
Seq_7031,0.06,0.289,0.49,0.067,0.06,0.06,0.523,0.215,0.013,0.611,0.389
Seq_7032,0.116,0.233,0.484,0.031,0.057,0.116,0.499,0.2,0.048,0.518,0.482
Seq_7033,0.065,0.141,0.431,0.057,0.069,0.065,0.401,0.176,0.023,0.492,0.508
Seq_7034,0.113,0.18,0.504,0.02,0.085,0.113,0.476,0.183,0.023,0.499,0.501
Seq_7035,0.126,0.186,0.547,0.031,0.068,0.126,0.51,0.178,0.034,0.563,0.437
Seq_7036,0.119,0.236,0.497,0.029,0.08,0.119,0.488,0.192,0.031,0.433,0.567
Seq_7037,0.15,0.187,0.506,0.026,0.075,0.15,0.483,0.199,0.037,0.509,0.491
Seq_7038,0.123,0.169,0.574,0.056,0.068,0.123,0.54,0.22,0.034,0.557,0.443
Seq_7039,0.146,0.174,0.491,0.027,0.077,0.146,0.486,0.208,0.035,0.499,0.501
Seq_7040,0.127,0.223,0.523,0.032,0.105,0.127,0.482,0.2,0.005,0.518,0.482
Seq_7041,0.118,0.188,0.52,0.047,0.098,0.118,0.495,0.206,0.034,0.482,0.518
Seq_7042,0.106,0.26,0.515,0.093,0.084,0.106,0.485,0.242,0.026,0.559,0.441
Seq_7043,0.145,0.155,0.528,0.051,0.063,0.145,0.508,0.213,0.036,0.505,0.495
Seq_7044,0.132,0.22,0.431,0.046,0.089,0.132,0.451,0.237,0.043,0.516,0.484
Seq_7045,0.101,0.328,0.444,0.066,0.063,0.101,0.566,0.196,0.056,0.579,0.421
Seq_7046,0.093,0.171,0.655,0.05,0.125,0.093,0.612,0.174,0.032,0.559,0.441
Seq_7047,0.133,0.185,0.484,0.038,0.097,0.133,0.452,0.227,0.019,0.517,0.483
Seq_7048,0.083,0.207,0.591,0.049,0.086,0.083,0.555,0.165,0.038,0.532,0.468
Seq_7049,0.142,0.212,0.501,0.045,0.079,0.142,0.49,0.238,0.068,0.516,0.484
Seq_7050,0.121,0.155,0.638,0.034,0.172,0.121,0.638,0.19,0.052,0.397,0.603
Seq_7051,0.144,0.141,0.514,0.054,0.073,0.144,0.503,0.24,0.042,0.48,0.52
Seq_7052,0.138,0.198,0.466,0.039,0.063,0.138,0.463,0.228,0.026,0.526,0.474
Seq_7053,0.137,0.195,0.469,0.04,0.063,0.137,0.463,0.229,0.028,0.528,0.472
Seq_7054,0.109,0.233,0.494,0.041,0.085,0.109,0.492,0.198,0.024,0.455,0.545
Seq_7055,0.107,0.215,0.521,0.078,0.101,0.107,0.528,0.221,0.023,0.502,0.498
Seq_7056,0.145,0.145,0.462,0.014,0.09,0.145,0.455,0.214,0.028,0.476,0.524
Seq_7057,0.122,0.16,0.517,0.041,0.08,0.122,0.506,0.207,0.047,0.503,0.497
Seq_7058,0.123,0.206,0.501,0.042,0.084,0.123,0.474,0.214,0.033,0.535,0.465
Seq_7059,0.105,0.197,0.55,0.067,0.087,0.105,0.51,0.239,0.043,0.544,0.456
Seq_7060,0.133,0.22,0.466,0.049,0.115,0.133,0.459,0.25,0.041,0.5,0.5
Seq_7061,0.149,0.166,0.525,0.028,0.061,0.149,0.514,0.232,0.039,0.575,0.425
Seq_7062,0.11,0.185,0.514,0.022,0.076,0.11,0.531,0.194,0.037,0.503,0.497
Seq_7063,0.149,0.199,0.46,0.027,0.104,0.149,0.473,0.221,0.047,0.47,0.53
Seq_7064,0.158,0.191,0.456,0.045,0.097,0.158,0.449,0.277,0.035,0.473,0.527
Seq_7065,0.15,0.153,0.525,0.038,0.062,0.15,0.488,0.231,0.032,0.493,0.507
Seq_7066,0.132,0.19,0.494,0.049,0.086,0.132,0.46,0.227,0.025,0.525,0.475
Seq_7067,0.148,0.176,0.509,0.028,0.108,0.148,0.477,0.205,0.017,0.463,0.537
Seq_7068,0.158,0.18,0.489,0.038,0.12,0.158,0.489,0.218,0.053,0.459,0.541
Seq_7069,0.088,0.229,0.453,0.006,0.118,0.088,0.406,0.141,0.012,0.518,0.482
Seq_7070,0.144,0.18,0.459,0.036,0.138,0.144,0.434,0.266,0.021,0.477,0.523
Seq_7071,0.088,0.238,0.498,0.069,0.122,0.088,0.536,0.223,0.009,0.52,0.48
Seq_7072,0.125,0.153,0.58,0.024,0.076,0.125,0.503,0.177,0.028,0.601,0.399
Seq_7073,0.155,0.25,0.448,0.034,0.043,0.155,0.474,0.207,0.095,0.612,0.388
Seq_7074,0.155,0.168,0.499,0.055,0.084,0.155,0.476,0.249,0.027,0.487,0.513
Seq_7075,0.126,0.175,0.49,0.014,0.112,0.126,0.483,0.203,0.063,0.49,0.51
Seq_7076,0.109,0.263,0.509,0.024,0.068,0.109,0.491,0.184,0.014,0.546,0.454
Seq_7077,0.114,0.168,0.503,0.033,0.059,0.114,0.498,0.199,0.037,0.491,0.509
Seq_7078,0.081,0.248,0.5,0.021,0.108,0.081,0.456,0.165,0.008,0.629,0.371
Seq_7079,0.129,0.237,0.441,0.03,0.109,0.129,0.452,0.231,0.028,0.454,0.546
Seq_7080,0.115,0.192,0.495,0.043,0.096,0.115,0.51,0.212,0.019,0.49,0.51
Seq_7081,0.154,0.167,0.525,0.04,0.066,0.154,0.482,0.225,0.038,0.472,0.528
Seq_7082,0.105,0.233,0.469,0.062,0.12,0.105,0.469,0.222,0.044,0.495,0.505
Seq_7083,0.114,0.233,0.5,0.03,0.081,0.114,0.521,0.195,0.03,0.436,0.564
Seq_7084,0.142,0.191,0.512,0.053,0.106,0.142,0.488,0.244,0.012,0.516,0.484
Seq_7085,0.102,0.269,0.471,0.046,0.137,0.102,0.46,0.198,0.029,0.546,0.454
Seq_7086,0.117,0.221,0.494,0.026,0.082,0.117,0.485,0.208,0.026,0.58,0.42
Seq_7087,0.154,0.183,0.466,0.037,0.063,0.154,0.449,0.237,0.031,0.494,0.506
Seq_7088,0.175,0.175,0.451,0.058,0.078,0.175,0.455,0.257,0.035,0.451,0.549
Seq_7089,0.162,0.188,0.479,0.04,0.091,0.162,0.487,0.23,0.042,0.475,0.525
Seq_7090,0.136,0.22,0.477,0.076,0.091,0.136,0.515,0.235,0.061,0.439,0.561
Seq_7091,0.111,0.203,0.513,0.034,0.098,0.111,0.476,0.188,0.019,0.498,0.502
Seq_7092,0.143,0.193,0.502,0.044,0.084,0.143,0.489,0.237,0.04,0.486,0.514
Seq_7093,0.147,0.153,0.512,0.038,0.056,0.147,0.485,0.207,0.025,0.485,0.515
Seq_7094,0.129,0.202,0.463,0.045,0.129,0.129,0.432,0.244,0.035,0.429,0.571
Seq_7095,0.116,0.215,0.506,0.039,0.094,0.116,0.47,0.204,0.041,0.5,0.5
Seq_7096,0.13,0.201,0.532,0.1,0.071,0.13,0.539,0.267,0.044,0.583,0.417
Seq_7097,0.118,0.233,0.471,0.055,0.101,0.118,0.479,0.258,0.014,0.562,0.438
Seq_7098,0.14,0.205,0.474,0.035,0.094,0.14,0.439,0.251,0.064,0.52,0.48
Seq_7099,0.116,0.205,0.502,0.027,0.054,0.116,0.494,0.22,0.054,0.521,0.479
Seq_7100,0.119,0.217,0.534,0.04,0.055,0.119,0.553,0.178,0.047,0.557,0.443
Seq_7101,0.171,0.143,0.608,0.037,0.147,0.171,0.59,0.226,0.069,0.373,0.627
Seq_7102,0.091,0.156,0.586,0.081,0.076,0.091,0.56,0.193,0.039,0.622,0.378
Seq_7103,0.126,0.171,0.568,0.05,0.076,0.126,0.532,0.197,0.019,0.544,0.456
Seq_7104,0.161,0.192,0.453,0.045,0.099,0.161,0.471,0.252,0.063,0.41,0.59
Seq_7105,0.161,0.201,0.48,0.028,0.046,0.161,0.483,0.238,0.043,0.452,0.548
Seq_7106,0.141,0.184,0.521,0.037,0.11,0.141,0.515,0.215,0.018,0.472,0.528
Seq_7107,0.125,0.158,0.546,0.013,0.066,0.125,0.52,0.191,0.053,0.546,0.454
Seq_7108,0.103,0.178,0.572,0.061,0.061,0.103,0.533,0.195,0.028,0.588,0.412
Seq_7109,0.116,0.175,0.547,0.047,0.081,0.116,0.509,0.2,0.053,0.525,0.475
Seq_7110,0.165,0.233,0.427,0.077,0.048,0.165,0.407,0.282,0.021,0.531,0.469
Seq_7111,0.144,0.187,0.508,0.043,0.067,0.144,0.515,0.227,0.06,0.538,0.462
Seq_7112,0.081,0.142,0.554,0.02,0.061,0.081,0.493,0.128,0.061,0.541,0.459
Seq_7113,0.127,0.159,0.556,0.045,0.063,0.127,0.533,0.213,0.039,0.542,0.458
Seq_7114,0.125,0.159,0.558,0.045,0.064,0.125,0.535,0.211,0.039,0.544,0.456
Seq_7115,0.072,0.21,0.518,0.079,0.092,0.072,0.468,0.237,0.023,0.646,0.354
Seq_7116,0.129,0.212,0.541,0.082,0.071,0.129,0.576,0.247,0.024,0.576,0.424
Seq_7117,0.105,0.19,0.577,0.02,0.048,0.105,0.524,0.157,0.024,0.605,0.395
Seq_7118,0.129,0.209,0.472,0.044,0.106,0.129,0.49,0.224,0.026,0.459,0.541
Seq_7119,0.113,0.169,0.544,0.044,0.1,0.113,0.48,0.202,0.044,0.531,0.469
Seq_7120,0.127,0.205,0.51,0.041,0.079,0.127,0.49,0.205,0.031,0.476,0.524
Seq_7121,0.129,0.211,0.495,0.093,0.103,0.129,0.5,0.268,0.026,0.464,0.536
Seq_7122,0.067,0.281,0.444,0.031,0.105,0.067,0.451,0.147,0.06,0.636,0.364
Seq_7123,0.08,0.28,0.44,0.04,0.128,0.08,0.464,0.2,0.024,0.472,0.528
Seq_7124,0.098,0.254,0.477,0.03,0.028,0.098,0.505,0.165,0.076,0.514,0.486
Seq_7125,0.162,0.188,0.488,0.038,0.112,0.162,0.479,0.217,0.038,0.412,0.588
Seq_7126,0.14,0.232,0.483,0.071,0.112,0.14,0.494,0.249,0.041,0.468,0.532
Seq_7127,0.127,0.17,0.568,0.059,0.064,0.127,0.583,0.198,0.038,0.524,0.476
Seq_7128,0.119,0.147,0.586,0.04,0.04,0.119,0.549,0.206,0.037,0.549,0.451
Seq_7129,0.142,0.194,0.501,0.06,0.094,0.142,0.499,0.242,0.04,0.491,0.509
Seq_7130,0.125,0.142,0.571,0.071,0.098,0.125,0.53,0.213,0.037,0.486,0.514
Seq_7131,0.137,0.195,0.482,0.053,0.119,0.137,0.482,0.223,0.046,0.508,0.492
Seq_7132,0.138,0.237,0.461,0.056,0.088,0.138,0.481,0.237,0.06,0.487,0.513
