ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
Seq_7791,38.91,53.65,16.67,30.73,63.72,20.14,65.38,19.21,25.03,36.61,85.96,14.62,65.21,49.27,39.08,44.51,42.63,17.08,112.43,31.65
Seq_7792,30.90,143.08,46.88,23.18,42.70,24.86,67.34,48.43,19.69,41.10,95.45,34.28,27.83,48.77,33.62,50.69,49.00,26.40,237.82,68.58
Seq_7793,26.85,118.77,24.59,13.89,26.78,30.80,113.50,44.87,21.88,20.62,47.42,106.21,25.24,42.94,24.76,29.32,30.93,25.21,76.26,71.58
Seq_7794,13.03,202.72,52.55,27.59,71.57,19.55,133.13,27.56,53.27,21.99,120.50,97.43,35.22,94.35,32.10,28.83,38.76,19.61,196.74,203.69
Seq_7795,21.63,165.89,20.04,42.12,38.09,20.38,179.21,16.78,46.91,16.98,99.73,46.80,33.64,49.29,26.08,14.59,41.04,18.07,0.00,96.11
Seq_7796,10.16,172.19,31.91,43.10,35.73,20.91,71.17,32.47,73.47,27.36,87.19,69.21,32.13,101.90,21.78,37.46,34.94,20.09,139.32,159.76
Seq_7797,20.08,105.73,40.33,11.65,28.43,29.84,32.43,34.49,58.59,15.35,77.05,35.02,43.36,47.29,22.25,26.23,39.36,24.13,112.50,51.08
Seq_7798,9.55,148.42,34.66,45.19,58.62,22.39,86.76,33.92,118.07,14.97,134.54,57.67,48.98,50.21,26.42,25.85,37.42,21.81,260.13,127.04
Seq_7799,19.91,0.00,30.85,21.34,29.67,23.01,60.69,33.02,25.29,16.61,58.24,41.16,22.93,24.58,47.71,32.00,92.94,42.14,69.83,30.08
Seq_7800,18.48,122.73,32.18,27.61,75.21,17.88,110.44,37.64,32.20,27.04,83.69,59.65,27.93,85.62,37.15,24.25,28.52,17.00,47.38,67.10
Seq_7801,19.70,0.00,23.49,21.85,20.12,33.03,73.50,38.92,19.68,15.88,123.05,20.64,24.24,46.98,39.86,28.38,76.74,15.94,36.27,50.65
Seq_7802,54.06,75.90,32.48,11.75,48.80,22.97,74.78,42.69,29.55,16.78,46.40,56.14,32.61,36.66,31.83,37.40,34.82,19.48,36.95,59.90
Seq_7803,14.28,146.77,28.55,21.51,42.12,20.26,59.44,53.58,133.62,15.61,75.57,145.04,29.78,44.09,19.62,37.84,43.04,29.30,218.62,145.19
Seq_7804,17.30,264.67,23.41,23.05,23.74,26.09,107.03,26.87,50.56,20.65,100.71,74.91,33.03,58.39,25.03,53.44,26.03,30.79,131.98,49.15
Seq_7805,13.39,112.38,29.44,28.21,37.62,21.99,60.08,25.47,56.84,15.97,47.75,55.11,28.02,24.50,27.29,24.22,30.27,20.97,49.06,41.83
Seq_7806,12.89,228.64,24.64,26.26,41.47,27.78,47.63,39.52,46.31,15.08,43.49,27.15,31.44,68.99,31.30,32.12,31.81,31.71,86.18,53.77
Seq_7807,15.79,110.07,30.45,30.06,45.63,25.23,77.12,22.78,33.41,16.21,74.30,33.59,27.83,36.66,29.20,36.11,27.86,31.28,62.65,81.58
Seq_7808,25.66,148.88,24.18,20.40,40.85,20.79,103.48,30.55,17.89,20.23,83.07,42.84,63.32,67.27,48.83,22.92,34.16,24.41,288.50,46.02
Seq_7809,45.92,13.57,37.62,25.33,24.10,31.62,44.02,38.16,16.72,51.22,99.89,37.50,30.19,37.39,29.33,27.42,26.47,51.81,56.64,28.84
Seq_7810,18.29,255.63,24.66,33.42,39.62,20.32,88.96,25.05,34.41,22.78,63.59,41.91,28.89,41.40,33.28,32.17,57.26,28.65,246.63,63.05
Seq_7811,21.37,0.00,24.20,20.44,42.01,25.33,37.11,28.99,37.88,14.61,39.43,42.45,25.24,52.37,27.28,42.21,24.33,27.12,202.64,66.85
Seq_7812,15.48,78.84,13.88,17.61,33.93,23.44,74.51,15.32,35.28,10.82,60.87,38.62,40.85,48.50,23.87,18.13,28.17,21.64,0.00,44.82
Seq_7813,32.67,112.78,37.49,20.75,43.94,21.14,53.37,40.31,71.50,16.63,143.06,80.69,19.10,29.71,23.35,16.43,46.79,24.44,72.94,45.88
Seq_7814,18.90,103.26,27.31,75.52,51.94,12.93,110.83,110.08,73.20,21.49,72.98,156.39,19.04,47.89,20.98,40.12,15.06,22.95,108.69,50.69
Seq_7815,15.96,199.36,22.10,25.99,61.71,22.62,71.02,37.01,32.56,19.61,76.64,29.02,46.13,71.82,47.71,46.61,34.87,19.35,111.39,65.96
Seq_7816,27.81,56.43,38.43,25.61,45.72,30.12,70.10,50.52,21.87,31.88,68.09,58.80,26.62,56.35,48.02,26.35,44.45,32.93,87.78,94.30
Seq_7817,16.08,52.19,22.91,10.49,26.83,23.35,54.25,32.04,43.48,17.53,34.13,26.74,23.72,28.40,16.20,46.95,19.79,20.62,49.55,33.25
Seq_7818,35.94,52.36,45.38,24.05,33.80,95.66,22.24,21.25,13.06,12.73,67.26,51.80,24.98,26.50,27.06,24.42,27.04,17.54,0.00,26.88
Seq_7819,10.58,167.67,19.76,30.34,44.40,23.69,110.21,37.60,74.60,18.77,56.05,80.72,30.94,72.80,17.42,31.11,29.53,14.33,108.45,67.08
Seq_7820,22.10,138.13,21.38,29.41,31.55,24.32,48.44,23.20,45.96,14.48,72.22,51.31,32.95,81.40,24.78,27.41,21.01,37.83,211.59,53.13
Seq_7821,22.10,138.13,22.24,29.41,31.55,24.32,48.44,23.20,45.96,14.48,72.22,51.31,32.95,81.40,24.78,27.41,21.01,37.37,211.59,53.13
Seq_7822,11.77,75.05,29.49,21.96,56.32,35.81,32.63,21.66,49.94,36.29,86.61,52.10,32.36,41.83,37.97,20.55,22.67,26.46,66.29,49.06
Seq_7823,19.04,80.01,25.90,23.79,41.66,20.75,97.60,86.56,106.63,15.73,87.77,89.54,33.30,42.60,19.80,44.54,18.24,27.21,60.94,52.72
Seq_7824,43.81,10.60,17.05,7.05,25.73,29.46,47.54,26.31,8.95,33.77,47.90,24.39,26.74,25.97,33.62,34.37,30.72,31.07,0.00,42.78
Seq_7825,39.41,169.19,23.59,14.61,44.62,34.09,105.00,35.43,20.38,23.88,48.86,75.36,56.54,51.78,36.30,39.79,41.65,31.61,151.14,53.84
Seq_7826,39.83,120.92,22.73,18.64,40.51,39.28,76.24,38.17,21.56,22.33,64.95,65.73,67.82,54.51,35.82,37.31,43.98,28.63,151.54,52.21
Seq_7827,39.83,120.72,22.85,17.93,40.42,36.95,76.24,38.11,22.21,22.27,64.95,65.65,67.86,54.53,35.24,37.85,43.94,28.53,151.41,52.16
Seq_7828,38.90,101.46,25.62,36.14,33.58,22.35,45.90,22.76,22.34,20.16,75.45,29.23,40.33,72.70,42.94,21.43,50.07,23.03,155.93,43.23
Seq_7829,19.35,109.70,24.67,24.06,34.67,20.58,27.10,38.74,83.77,20.01,35.63,110.73,33.33,96.33,21.19,36.90,44.40,27.16,77.39,223.51
Seq_7830,21.26,91.20,24.48,21.74,30.77,20.90,89.03,24.33,34.31,33.50,115.32,29.69,25.10,51.09,29.82,33.04,19.52,22.82,60.87,48.90
Seq_7831,17.10,0.00,22.06,21.47,57.05,27.37,40.52,32.91,26.31,20.82,87.11,38.59,22.23,30.67,22.68,28.09,22.19,12.97,65.15,57.85
Seq_7832,46.64,69.91,22.08,36.25,31.19,31.84,59.98,30.33,30.45,15.15,81.06,39.31,39.01,35.20,25.95,32.60,37.64,28.89,84.59,33.38
Seq_7833,31.77,70.16,27.83,46.02,32.42,29.17,25.63,13.38,29.73,15.96,144.67,44.27,72.84,54.53,30.05,22.44,28.01,27.18,99.51,25.84
Seq_7834,27.06,46.06,18.10,20.62,37.90,23.24,77.92,22.78,23.13,17.38,49.32,42.35,49.14,19.87,24.86,21.55,22.59,21.05,0.00,24.76
Seq_7835,30.35,45.45,20.14,18.00,37.90,27.81,74.16,20.47,22.83,21.62,62.78,54.62,46.64,21.16,23.04,19.50,18.16,19.71,0.00,24.76
Seq_7836,26.79,46.26,17.12,16.29,45.96,23.62,56.70,22.78,25.01,20.85,57.48,44.02,47.26,20.17,22.47,20.37,21.27,20.95,0.00,26.44
Seq_7837,33.76,48.75,36.85,13.46,34.60,32.60,36.32,18.21,31.74,22.88,47.12,81.01,47.18,23.59,23.45,24.00,31.31,19.97,0.00,29.68
Seq_7838,12.46,368.92,24.97,20.13,45.13,20.00,51.81,55.26,54.96,16.67,82.52,38.69,37.91,25.88,60.24,29.83,38.55,33.44,139.67,52.58
Seq_7839,22.85,58.47,51.40,30.09,73.89,34.18,60.01,33.96,46.09,14.08,54.46,28.87,63.84,20.83,55.76,16.15,34.56,59.66,69.39,71.87
Seq_7840,13.20,93.28,55.63,71.44,60.39,15.23,119.72,38.97,127.82,20.88,203.57,46.00,51.79,89.05,48.75,12.74,15.21,22.58,107.54,58.75
Seq_7841,14.16,99.33,22.13,26.76,55.91,18.94,31.78,21.81,59.23,15.85,71.19,39.39,59.30,42.04,28.44,33.13,32.27,21.10,206.77,44.19
Seq_7842,19.43,54.08,24.42,34.37,39.12,16.30,54.67,57.94,27.10,16.39,52.09,36.88,18.88,43.50,36.17,31.51,61.50,12.19,62.58,28.10
Seq_7843,21.66,90.17,27.74,31.51,41.95,36.74,91.53,24.18,112.39,18.80,69.68,28.28,48.08,29.73,24.80,25.05,25.65,42.45,105.36,60.66
Seq_7844,25.53,153.05,21.21,23.64,29.30,24.21,62.74,28.45,43.92,19.95,67.65,30.99,65.67,31.14,52.06,23.81,59.56,30.84,69.91,21.15
Seq_7845,16.84,65.77,24.32,39.69,40.92,18.94,56.92,29.23,69.37,17.62,89.14,36.89,25.84,48.31,20.67,48.03,64.87,20.33,83.09,57.06
Seq_7846,17.29,54.68,20.53,23.27,58.42,26.52,67.48,25.23,20.94,26.16,38.76,55.84,33.67,63.00,41.31,26.83,46.56,14.73,156.50,164.34
Seq_7847,36.72,96.80,31.37,30.66,29.33,19.64,76.69,21.93,88.42,16.34,59.18,43.65,34.25,69.85,29.00,25.29,21.03,21.77,109.91,50.39
Seq_7848,46.20,81.55,38.57,31.27,36.96,20.63,33.17,96.19,40.46,17.99,66.24,40.39,21.11,43.61,36.88,15.16,29.39,26.15,57.34,39.20
Seq_7849,11.36,116.21,14.12,49.95,38.59,34.53,60.92,46.32,62.45,20.33,55.96,34.59,29.02,22.40,24.35,31.68,55.09,24.70,38.17,30.69
Seq_7850,12.79,0.00,23.03,26.86,40.86,17.37,115.96,28.49,22.42,19.55,125.56,48.46,46.42,64.29,49.60,39.82,36.21,20.72,109.25,30.40
Seq_7851,15.83,119.06,47.11,24.11,35.72,15.37,42.20,41.59,38.25,17.41,179.70,63.44,24.08,136.25,23.63,62.42,43.85,17.63,108.65,39.23
Seq_7852,23.20,163.42,82.53,88.14,58.95,21.77,323.28,65.03,77.49,46.93,38.21,38.33,28.15,41.10,112.41,30.23,46.44,32.42,158.58,78.39
Seq_7853,20.52,70.42,22.65,39.56,25.17,14.82,46.04,33.79,39.19,19.26,31.35,39.58,24.61,62.16,59.26,30.68,21.97,24.94,118.03,54.08
Seq_7854,17.18,472.59,39.25,37.22,56.21,16.05,121.10,62.12,34.78,20.15,121.41,50.98,27.65,38.29,39.80,29.03,21.74,19.39,164.65,81.25
Seq_7855,12.88,105.26,22.78,19.20,40.35,21.20,111.74,42.07,180.29,9.58,111.27,162.69,22.26,26.91,12.11,65.71,28.92,26.34,0.00,57.52
Seq_7856,12.56,220.22,33.24,50.57,57.11,18.53,91.44,23.30,34.44,22.81,53.30,38.39,31.61,65.21,39.02,28.33,32.71,20.67,111.94,75.65
Seq_7857,13.76,0.00,22.18,28.10,38.34,29.49,49.69,44.75,75.28,15.78,50.52,47.80,22.96,52.86,28.27,46.74,34.38,22.16,131.17,43.15
Seq_7858,6.87,0.00,43.61,36.01,87.68,13.25,68.05,42.67,92.30,18.18,94.04,47.69,71.56,120.04,20.75,33.54,25.26,14.49,47.35,80.87
Seq_7859,10.53,0.00,12.66,12.49,26.95,26.28,48.87,19.18,88.42,14.03,28.67,0.00,31.72,84.64,11.37,23.64,49.97,19.35,48.26,47.28
Seq_7860,18.51,53.07,20.95,37.65,72.07,17.05,46.13,28.67,45.64,18.16,30.45,60.84,39.19,51.91,35.84,37.12,23.19,28.67,75.21,55.85
Seq_7861,26.31,81.98,27.70,19.79,45.82,21.22,87.41,32.56,23.90,16.42,47.49,48.65,36.24,86.76,33.28,41.28,29.65,21.10,122.74,55.58
Seq_7862,18.25,148.95,42.16,29.90,119.76,17.83,42.31,24.38,32.55,18.49,72.80,46.41,44.45,64.37,29.72,33.85,23.72,17.22,102.15,80.62
Seq_7863,14.35,157.15,20.03,24.90,54.30,24.99,61.24,38.34,128.22,16.95,105.51,53.30,27.69,65.78,16.67,36.21,29.36,27.96,88.73,68.98
Seq_7864,15.11,100.24,21.90,31.59,43.62,25.26,75.40,83.02,248.93,23.96,134.36,76.32,18.64,45.49,17.98,53.53,41.13,29.88,75.78,54.29
Seq_7865,24.33,75.88,30.33,17.13,51.57,32.91,68.83,25.58,17.22,18.08,63.05,39.80,38.51,20.67,29.97,39.32,38.34,32.51,135.89,62.25
Seq_7866,13.37,109.27,45.80,38.41,24.34,16.04,43.91,39.61,114.43,17.49,50.03,43.52,36.63,62.57,19.64,30.82,28.50,32.19,327.43,56.15
Seq_7867,8.77,96.19,24.78,30.11,36.07,17.22,77.18,28.66,58.66,18.80,84.62,35.53,62.67,41.22,16.61,82.28,55.54,22.86,75.22,118.42
Seq_7868,18.37,0.00,26.48,21.68,24.41,18.60,54.76,29.19,17.79,13.28,189.01,23.15,45.60,47.22,61.32,31.86,27.52,33.91,87.70,54.57
Seq_7869,26.83,361.94,34.39,15.97,34.08,18.88,115.84,28.54,28.95,16.76,88.79,33.17,40.69,66.91,65.74,34.48,30.72,40.55,185.74,28.48
Seq_7870,20.81,0.00,27.85,24.77,46.19,35.83,100.26,19.84,21.56,15.30,118.86,23.70,29.33,41.56,43.68,30.43,24.07,20.27,0.00,54.11
Seq_7871,12.45,135.20,33.76,40.31,76.55,16.21,77.58,34.00,57.44,21.12,68.51,50.47,30.70,42.68,32.81,34.27,22.28,15.97,229.37,93.47
Seq_7872,25.42,63.52,19.18,19.89,42.45,14.10,23.81,11.70,20.56,21.57,35.06,37.55,39.06,52.89,59.07,18.87,15.39,30.21,82.49,72.33
Seq_7873,24.81,91.39,28.66,24.17,48.37,31.92,88.58,27.19,32.52,19.24,72.30,29.07,54.28,69.79,29.14,34.51,28.26,16.78,474.19,80.92
Seq_7874,27.13,92.95,36.65,25.76,39.73,20.30,126.92,26.71,29.97,19.42,57.54,34.79,29.04,42.71,38.55,65.68,23.62,26.35,54.84,48.02
Seq_7875,14.32,58.61,19.63,26.83,36.45,88.28,37.26,27.85,20.07,21.44,71.57,27.60,35.55,43.80,34.26,18.02,48.40,32.92,76.18,45.05
Seq_7876,39.70,37.12,40.04,14.32,99.12,19.59,45.64,14.41,23.92,15.87,19.33,25.65,75.93,16.78,11.38,36.66,73.15,15.26,0.00,51.81
Seq_7877,27.26,97.11,64.82,38.72,28.96,16.67,26.71,27.89,68.50,15.14,64.85,64.72,52.34,53.01,58.17,19.09,15.17,26.33,49.80,41.71
Seq_7878,13.98,0.00,22.10,29.05,30.93,36.77,84.26,37.64,24.17,21.16,35.56,71.04,26.52,37.96,37.95,25.83,28.17,17.90,189.75,65.78
Seq_7879,16.57,95.44,25.31,32.14,50.06,36.15,76.13,14.38,28.26,21.99,110.80,41.88,46.37,43.07,33.38,40.92,15.70,31.14,114.26,62.96
Seq_7880,43.21,59.01,28.81,17.69,24.58,24.43,60.22,25.46,39.05,20.35,50.28,23.16,34.01,37.15,22.56,25.47,41.32,23.60,52.80,32.44
Seq_7881,29.97,151.32,23.05,34.48,33.11,65.11,62.12,20.87,24.73,15.84,39.07,35.09,83.75,16.89,52.68,39.27,22.90,29.03,119.77,39.78
Seq_7882,23.29,0.00,30.02,0.00,11.33,19.66,0.00,11.91,30.98,13.89,60.02,26.72,25.87,50.98,0.00,9.55,20.88,10.20,23.25,0.00
Seq_7883,128.37,301.80,91.58,29.50,106.72,24.52,358.92,29.14,270.00,51.64,184.36,52.11,32.16,50.59,170.89,15.29,10.50,27.89,101.62,206.65
Seq_7884,16.56,76.12,38.98,23.11,61.83,17.31,59.28,23.62,79.98,23.03,59.51,24.91,35.02,36.16,62.81,35.65,42.60,35.70,67.39,34.86
Seq_7885,18.41,117.81,22.40,20.77,38.57,15.58,57.42,42.71,55.51,16.17,66.16,74.65,56.28,50.98,26.22,28.05,43.29,22.38,88.98,73.12
Seq_7886,16.75,0.00,26.31,14.22,43.69,16.71,0.00,36.66,12.37,22.44,126.01,63.32,40.29,47.98,65.85,32.02,30.04,11.46,0.00,0.00
Seq_7887,10.76,0.00,31.64,0.00,10.53,13.29,18.72,7.89,0.00,10.32,27.61,0.00,13.18,30.55,18.65,23.45,10.97,10.86,20.36,27.18
Seq_7888,14.91,288.51,18.77,34.12,36.18,25.35,59.86,23.29,49.65,21.15,75.41,46.79,38.18,100.01,21.83,39.99,30.61,22.90,193.36,32.02
Seq_7889,23.13,62.13,39.52,13.04,15.91,16.47,33.31,68.54,34.18,33.80,98.26,61.03,22.35,35.26,28.33,44.93,21.25,32.42,176.22,33.98
Seq_7890,35.47,87.42,27.70,15.92,85.02,21.26,77.93,31.66,80.75,15.11,76.23,33.32,31.14,19.89,24.87,36.16,17.68,13.31,36.71,84.38
Seq_7891,30.86,190.47,25.20,20.38,45.86,28.04,76.44,30.78,30.77,16.22,65.84,31.24,51.74,91.28,50.07,37.23,34.44,23.56,66.75,22.61
Seq_7892,14.93,128.12,20.73,19.65,48.94,31.82,66.83,31.75,38.38,25.87,87.39,29.42,77.74,33.91,37.84,31.47,27.59,23.05,169.32,41.28
Seq_7893,16.25,224.76,36.52,23.20,47.12,29.30,56.34,20.00,38.55,17.81,58.05,40.15,76.60,32.89,48.16,28.43,21.30,32.73,167.02,40.97
Seq_7894,19.11,65.85,21.58,58.35,69.87,14.54,35.04,17.21,51.50,25.79,65.08,29.20,75.52,46.03,36.53,42.12,54.27,22.74,168.97,48.20
Seq_7895,17.05,72.66,20.62,22.68,39.27,17.72,54.35,19.55,22.62,14.42,86.13,25.11,32.43,72.31,34.07,54.22,27.88,15.68,68.82,44.65
Seq_7896,20.02,150.12,33.46,19.52,42.41,40.98,62.83,42.91,25.68,18.96,65.91,57.66,32.80,31.32,38.55,33.99,32.98,31.26,162.70,44.10
Seq_7897,20.04,88.43,22.31,31.20,33.76,21.64,42.89,28.26,54.07,20.01,45.26,30.80,39.72,28.53,38.03,55.03,28.82,32.90,55.09,23.53
Seq_7898,36.13,138.67,18.95,63.04,59.48,18.94,46.36,14.24,17.23,20.13,66.11,37.09,30.47,89.58,50.12,29.04,18.65,22.28,98.38,36.57
Seq_7899,16.54,85.99,25.34,26.15,59.58,15.65,59.65,24.24,29.54,16.54,38.96,59.98,25.95,28.56,24.55,77.53,37.61,16.86,149.32,37.19
Seq_7900,30.32,150.20,33.55,20.77,39.86,38.31,142.78,29.44,33.40,36.78,89.52,23.26,54.97,40.53,75.47,31.85,26.96,29.16,95.16,31.10
Seq_7901,17.87,127.45,21.53,34.03,39.71,18.55,85.10,32.49,16.55,29.17,53.61,27.65,59.79,76.47,56.72,37.22,21.32,14.80,99.02,75.76
Seq_7902,14.32,0.00,28.62,0.00,16.53,16.47,0.00,12.22,30.98,11.83,35.05,52.66,25.87,20.22,30.40,13.19,58.08,15.56,23.25,30.66
Seq_7903,14.79,138.92,29.29,16.00,32.34,12.35,81.68,18.21,49.49,21.89,48.44,110.31,26.57,46.78,23.55,26.55,35.84,24.18,89.54,67.61
Seq_7904,14.17,0.00,27.20,34.01,64.88,15.57,76.31,53.12,108.25,13.16,56.42,65.83,21.57,50.47,17.28,75.40,31.85,19.97,303.04,46.67
Seq_7905,22.31,113.24,16.43,28.32,63.32,23.90,51.21,25.75,30.92,12.26,47.54,24.55,32.39,75.39,27.13,53.32,44.27,15.12,94.02,35.58
Seq_7906,22.19,51.51,34.07,26.19,33.94,30.54,79.22,28.03,38.47,25.89,61.67,35.00,45.48,44.53,59.46,26.79,45.10,23.42,109.21,55.91
Seq_7907,27.81,129.28,27.73,20.15,37.43,27.99,113.33,28.60,19.03,17.38,119.26,39.39,62.67,53.51,32.96,23.52,36.34,33.19,63.19,66.05
Seq_7908,14.17,133.80,58.75,19.18,71.31,18.12,162.15,30.65,107.21,14.02,48.80,45.21,24.78,106.75,16.52,29.52,41.00,28.84,138.71,177.52
Seq_7909,8.46,40.10,24.86,14.19,0.00,37.24,56.39,20.85,20.40,19.28,62.02,32.77,49.77,14.22,44.14,25.56,7.80,12.22,0.00,0.00
Seq_7910,15.75,79.18,29.14,25.52,46.32,23.95,34.07,48.96,54.75,22.65,83.42,42.98,43.40,33.59,18.92,32.84,29.81,18.92,50.43,51.28
Seq_7911,20.89,170.97,20.98,19.41,61.56,34.68,122.26,10.67,15.60,18.11,93.57,33.46,45.50,0.00,28.36,27.13,37.10,17.12,127.53,57.58
Seq_7912,26.63,124.39,25.30,34.87,65.57,24.27,86.12,17.17,35.39,19.24,79.47,30.47,48.49,61.99,37.62,26.21,21.33,16.67,164.91,58.51
Seq_7913,21.61,114.68,28.68,53.28,38.03,20.55,36.96,32.97,32.73,15.29,48.74,42.77,18.64,23.68,39.51,31.99,26.58,42.69,91.04,58.38
Seq_7914,18.44,195.93,52.74,191.09,26.97,19.41,30.07,25.93,82.42,18.11,57.34,39.37,43.67,61.81,71.93,26.02,49.60,26.56,39.97,67.62
Seq_7915,30.73,164.08,20.65,24.12,24.28,27.19,64.51,27.85,20.38,29.29,120.81,25.06,36.25,78.99,52.05,24.09,37.04,52.41,47.30,31.08
Seq_7916,39.94,100.32,33.60,21.24,50.26,20.56,64.73,43.15,27.65,24.34,80.16,19.23,73.84,58.41,37.50,24.29,30.05,29.70,66.67,44.30
Seq_7917,23.94,107.31,16.41,35.71,34.90,16.91,67.23,83.22,102.67,15.27,148.64,55.89,34.84,52.53,16.67,20.86,32.86,16.48,86.31,42.66
Seq_7918,29.84,83.26,23.74,17.22,79.74,13.82,59.97,33.56,21.66,20.01,46.47,78.89,20.56,41.72,28.23,25.27,27.79,29.71,85.10,63.29
Seq_7919,26.20,66.62,39.67,16.66,25.09,30.84,50.37,12.13,21.38,38.53,41.42,45.81,33.98,38.54,64.72,27.24,32.51,29.29,143.67,51.02
Seq_7920,14.41,89.50,32.58,33.32,55.48,16.67,50.83,19.52,42.91,21.01,109.39,72.18,31.78,83.76,35.07,28.58,57.47,32.30,263.20,117.76
Seq_7921,20.39,62.79,25.89,31.46,42.33,19.70,48.81,40.29,24.87,35.19,106.64,31.29,66.17,51.04,52.86,24.45,34.27,20.49,138.81,57.32
Seq_7922,29.24,66.83,27.29,13.41,34.46,25.98,65.91,12.50,8.70,17.52,42.49,18.66,26.00,63.96,69.18,51.47,39.36,23.55,102.61,37.05
Seq_7923,44.30,125.71,31.07,59.59,44.98,24.84,121.37,31.22,21.66,23.31,87.40,31.53,32.45,70.42,45.41,21.49,29.29,25.13,68.23,44.48
Seq_7924,17.36,116.77,26.57,23.17,48.32,24.89,53.21,34.33,15.81,22.17,75.77,52.33,45.51,33.64,55.62,35.77,32.67,34.54,63.51,59.15
Seq_7925,19.57,0.00,42.90,23.26,48.63,17.90,68.71,36.60,29.78,20.75,68.49,56.14,29.91,54.51,38.92,24.62,27.91,20.66,165.97,84.95
Seq_7926,55.78,83.80,27.25,20.19,96.56,32.34,71.54,70.37,25.50,27.26,225.49,47.70,30.49,36.36,40.46,28.86,50.02,27.86,301.97,88.13
Seq_7927,14.82,68.31,23.53,31.11,62.97,20.87,86.63,31.45,71.75,21.00,70.47,28.45,24.58,53.57,22.21,54.48,35.38,22.29,92.44,65.84
Seq_7928,24.93,0.00,35.42,26.19,90.49,98.64,56.06,76.69,18.69,72.34,209.36,23.80,40.46,23.85,136.45,33.09,16.54,18.11,196.32,108.92
Seq_7929,36.11,85.45,32.00,22.32,26.86,24.51,53.57,26.79,20.98,12.93,210.75,32.97,32.77,49.64,64.87,20.41,23.30,36.00,126.81,36.68
Seq_7930,29.13,106.26,27.30,19.04,45.71,32.22,78.44,18.92,27.63,18.38,59.98,36.83,38.95,62.41,72.63,24.95,22.35,24.09,137.67,27.39
Seq_7931,27.55,174.97,19.22,35.68,60.87,21.57,72.02,28.44,18.77,18.73,68.12,33.92,61.04,40.85,61.40,24.48,29.54,21.81,111.37,34.22
Seq_7932,17.47,75.06,22.00,23.93,49.38,19.97,60.48,24.02,37.24,17.01,57.23,76.56,46.28,92.28,29.26,38.81,44.63,28.28,65.73,89.65
Seq_7933,23.94,137.42,24.91,26.80,65.53,14.69,106.01,23.00,31.12,19.71,128.15,23.75,65.82,83.20,53.52,67.12,24.76,16.47,192.38,47.20
Seq_7934,28.42,125.05,38.68,36.91,61.25,20.36,87.87,37.02,38.80,23.66,59.41,55.75,47.48,70.81,29.40,36.58,27.05,23.36,73.11,71.62
Seq_7935,15.53,171.59,29.83,30.85,48.83,23.96,161.19,29.84,30.00,36.65,48.43,43.67,40.24,63.95,48.67,34.71,23.36,26.32,247.92,97.83
Seq_7936,24.90,0.00,19.63,14.61,20.15,23.39,44.55,17.48,17.52,13.37,90.01,22.85,0.00,17.38,59.14,30.86,30.08,19.08,0.00,54.26
Seq_7937,24.91,155.76,53.75,48.47,39.75,17.07,74.39,34.53,50.35,23.05,79.18,24.48,31.08,46.07,153.04,33.26,25.71,40.81,50.07,43.54
Seq_7938,19.58,0.00,23.89,20.64,47.83,23.43,34.44,22.28,30.47,17.81,74.72,57.02,55.11,42.95,30.81,48.68,47.37,13.95,0.00,42.61
Seq_7939,19.58,0.00,23.89,20.87,47.83,20.20,34.44,22.55,29.06,17.81,74.72,57.02,55.11,41.63,31.39,48.68,47.37,13.96,0.00,42.61
Seq_7940,17.22,113.80,33.78,27.39,47.26,18.39,78.09,50.61,44.85,22.37,52.49,42.70,33.25,55.78,44.90,36.43,32.19,27.78,58.90,41.11
Seq_7941,12.40,0.00,25.79,20.49,35.59,20.94,58.11,19.63,46.75,21.66,115.75,91.05,40.80,39.38,34.31,34.32,40.34,17.79,121.75,51.23
Seq_7942,16.88,148.64,29.90,24.22,30.45,25.30,50.36,37.84,54.58,14.29,53.11,131.28,29.31,46.88,23.49,29.13,33.23,23.75,208.74,100.60
Seq_7943,14.55,495.82,26.77,29.85,66.44,21.02,88.11,74.18,211.00,13.65,119.20,144.90,23.35,86.01,20.78,43.61,34.91,22.66,198.80,110.20
Seq_7944,18.38,178.21,21.19,24.93,50.82,23.30,67.19,32.19,26.91,17.88,50.00,38.58,42.87,32.52,32.18,29.93,29.59,21.59,188.91,32.73
Seq_7945,21.99,79.13,24.15,25.47,41.40,18.68,107.10,28.16,28.44,21.86,44.40,33.94,31.74,31.42,42.06,39.45,23.93,24.58,69.58,60.85
Seq_7946,20.94,92.79,24.78,26.01,49.54,42.32,53.51,23.36,21.16,17.24,47.21,62.30,32.06,29.37,40.72,26.61,41.31,21.96,60.20,56.28
Seq_7947,13.96,86.85,19.97,23.40,65.64,18.60,56.27,13.75,30.13,16.38,40.78,63.43,85.06,58.23,40.84,33.26,15.58,28.99,59.58,54.18
Seq_7948,19.79,326.85,58.55,62.96,48.77,20.02,145.48,35.19,53.51,22.09,130.28,41.93,32.40,92.87,35.55,24.12,28.36,28.05,86.15,81.62
Seq_7949,25.57,271.65,26.84,22.19,30.22,15.95,47.45,28.28,38.68,29.09,100.93,60.70,60.92,132.34,46.75,41.45,20.83,17.25,180.19,37.80
