ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Seq_7187,9.17,1.83,9.17,8.26,8.26,5.50,0.92,6.42,7.34,8.26,2.75,0.92,2.75,6.42,3.67,11.93,3.67,1.83,0.00,0.92
Seq_7188,10.83,0.00,7.22,5.05,5.42,4.33,3.61,4.33,1.08,10.83,1.08,3.61,7.58,4.33,8.30,5.05,7.58,6.50,2.17,1.08
Seq_7189,8.83,4.10,5.05,6.31,5.05,11.36,3.15,4.73,5.68,6.62,2.52,3.47,6.31,1.58,2.52,4.10,5.36,9.78,1.58,1.89
Seq_7190,10.19,2.78,6.48,4.63,3.70,5.56,4.63,7.41,11.11,4.63,2.78,4.63,2.78,0.93,4.63,5.56,5.56,6.48,1.85,3.70
Seq_7191,6.81,1.70,5.11,6.38,5.96,7.66,2.13,6.38,6.38,8.94,2.13,3.83,5.53,1.70,4.68,5.96,5.53,9.79,0.43,2.98
Seq_7192,5.53,3.37,5.77,7.21,3.73,6.13,3.61,3.25,5.41,11.66,2.52,3.85,6.25,4.21,4.09,7.69,5.05,6.37,0.96,3.37
Seq_7193,8.50,2.68,3.80,8.28,4.03,4.92,3.36,4.47,4.70,10.51,2.91,2.01,7.16,6.49,7.61,8.28,2.91,4.92,0.89,1.57
Seq_7194,6.73,1.00,7.73,10.47,3.24,7.23,1.00,3.49,8.98,6.98,1.50,2.00,6.23,4.24,7.98,7.23,3.74,7.48,0.25,2.49
Seq_7195,7.72,1.01,5.03,5.03,3.02,7.38,2.35,10.40,5.70,8.05,3.02,5.37,5.03,4.70,4.36,8.05,4.70,7.05,0.34,1.68
Seq_7196,3.33,2.67,5.33,7.33,4.00,3.33,2.00,7.33,3.33,12.67,2.67,6.00,5.33,7.33,5.33,8.00,4.67,4.67,0.67,4.00
Seq_7197,15.02,1.02,4.78,4.10,3.07,8.87,0.68,2.73,3.41,11.60,1.37,3.41,4.78,3.41,5.80,7.17,7.17,6.48,2.05,3.07
Seq_7198,10.10,0.65,6.51,7.17,3.58,9.12,2.61,6.84,6.51,7.82,1.95,3.26,1.95,1.63,5.86,4.89,7.17,7.17,2.28,2.93
Seq_7199,3.96,0.00,5.94,5.94,4.95,9.90,2.97,4.95,9.90,5.94,2.97,1.98,1.98,8.91,2.97,5.94,5.94,9.90,1.98,2.97
Seq_7200,6.27,0.39,6.27,9.41,3.53,3.92,1.18,5.10,4.31,11.76,3.14,4.31,1.18,8.63,6.67,8.24,6.27,7.06,1.96,0.39
Seq_7201,6.00,1.33,9.33,11.33,6.00,4.67,0.67,8.67,9.33,8.00,3.33,3.33,2.00,4.00,4.00,4.67,6.67,4.67,0.00,2.00
Seq_7202,12.92,0.74,5.54,7.01,2.21,7.01,2.58,7.01,7.38,8.12,3.69,3.32,3.69,4.43,1.11,4.43,8.12,7.75,0.37,2.58
Seq_7203,2.69,0.80,4.68,15.72,2.59,3.38,0.80,10.15,15.12,11.34,1.00,8.66,1.00,2.09,4.38,3.98,2.69,4.18,0.20,4.58
Seq_7204,7.47,2.49,5.39,3.73,5.39,4.15,3.73,4.15,4.98,5.81,1.24,3.32,5.39,2.90,8.30,8.71,11.62,7.88,1.66,1.66
Seq_7205,9.77,0.26,7.71,6.43,6.68,7.20,1.29,3.86,4.63,7.97,2.06,3.86,4.11,4.11,7.46,3.34,5.40,5.40,4.37,4.11
Seq_7206,8.00,0.90,4.94,13.98,2.02,3.41,1.81,3.34,10.71,10.85,2.29,4.03,2.43,6.40,4.66,8.62,6.12,4.52,0.35,0.63
Seq_7207,7.01,0.70,6.54,6.31,3.74,6.54,1.87,7.94,9.58,8.64,2.57,3.04,3.74,3.50,4.67,6.78,6.78,5.14,0.93,3.97
Seq_7208,12.53,1.47,4.91,7.62,1.47,11.55,2.46,4.42,2.21,9.09,2.95,1.72,4.67,3.44,7.62,4.67,6.14,9.09,0.74,1.23
Seq_7209,4.95,1.29,6.45,6.24,5.38,7.53,2.15,7.96,6.88,11.40,2.58,4.09,5.59,3.66,2.15,8.17,2.15,7.31,1.72,2.37
Seq_7210,9.09,0.00,13.64,6.36,8.18,8.18,1.82,3.64,14.55,8.18,5.45,0.91,0.91,0.91,0.91,8.18,3.64,5.45,0.00,0.00
Seq_7211,1.25,2.50,6.25,8.75,2.50,10.00,1.25,7.50,6.25,11.25,7.50,5.00,3.75,0.00,1.25,5.00,7.50,8.75,1.25,2.50
Seq_7212,8.04,0.50,4.52,8.04,1.51,8.04,1.01,4.02,3.52,10.05,2.51,4.02,5.03,5.03,6.03,6.53,8.04,7.04,2.01,4.52
Seq_7213,13.53,1.50,7.52,5.26,3.01,8.27,2.26,2.26,3.76,13.53,1.50,0.75,2.26,1.50,8.27,3.76,8.27,9.02,1.50,2.26
Seq_7214,11.19,2.02,6.42,4.95,3.67,9.17,2.39,5.50,7.52,10.28,2.02,4.04,3.30,2.39,2.57,4.77,6.42,7.16,0.92,3.30
Seq_7215,5.12,1.02,6.14,9.90,3.07,3.07,2.05,6.14,11.60,7.17,2.73,6.48,5.46,3.41,7.85,4.78,4.44,5.12,1.37,3.07
Seq_7216,5.09,1.39,8.10,6.48,8.10,5.79,2.08,4.40,10.19,7.64,1.85,2.55,4.86,5.09,3.70,5.56,6.25,7.41,0.69,2.78
Seq_7217,10.06,0.63,7.55,5.03,4.40,10.69,3.14,4.09,0.31,10.38,2.52,1.89,7.55,2.20,8.49,4.40,5.35,9.12,0.31,1.89
Seq_7218,5.75,0.44,6.64,10.18,3.98,9.29,0.44,8.85,9.29,8.85,3.10,4.42,3.10,0.88,3.54,2.65,5.31,11.50,0.00,1.77
Seq_7219,6.40,0.39,6.27,4.31,4.83,7.05,1.17,3.26,6.79,6.14,1.70,5.61,12.40,6.53,2.74,11.23,5.48,5.87,0.78,1.04
Seq_7220,6.38,0.00,7.90,8.81,4.26,4.56,1.52,6.38,5.78,8.81,2.74,6.38,3.65,2.74,2.74,7.60,6.69,4.26,2.13,6.69
Seq_7221,7.01,1.11,4.43,7.01,4.43,8.86,0.37,5.54,5.90,7.01,2.21,7.38,3.32,4.06,2.95,7.75,4.80,10.33,1.48,4.06
Seq_7222,6.15,2.24,5.07,10.34,3.22,4.68,2.15,5.95,8.29,9.76,3.02,6.15,3.32,4.49,4.10,6.05,5.27,6.05,0.88,2.83
Seq_7223,10.50,0.18,3.31,2.21,6.63,8.47,0.55,10.50,4.24,11.42,3.87,2.58,3.68,2.58,0.92,7.73,5.34,8.47,2.21,4.60
Seq_7224,10.87,0.43,3.91,8.70,4.78,5.65,2.61,5.22,3.48,11.30,3.04,3.04,5.22,3.48,8.26,6.52,3.91,4.78,2.61,2.17
Seq_7225,10.19,0.54,6.25,6.25,6.11,6.79,3.67,5.98,5.43,5.84,2.17,4.35,5.30,3.67,5.57,5.57,5.57,6.66,1.49,2.58
Seq_7226,5.26,0.75,7.52,5.26,3.76,2.26,3.01,10.53,1.50,13.53,4.51,7.52,3.01,3.76,3.01,9.77,2.26,8.27,0.75,3.76
Seq_7227,4.96,1.42,7.09,7.80,2.13,5.67,1.42,8.51,5.67,12.06,2.84,4.96,6.38,3.55,6.38,4.26,6.38,6.38,0.00,2.13
Seq_7228,6.54,1.73,3.85,8.08,2.69,8.08,2.50,5.38,5.96,10.00,3.08,3.27,5.58,2.50,5.96,3.85,6.73,7.69,2.12,4.42
Seq_7229,3.79,1.52,4.55,7.58,3.79,6.82,0.00,6.06,13.64,7.58,3.03,5.30,1.52,2.27,5.30,6.06,9.85,8.33,1.52,1.52
Seq_7230,3.65,0.30,6.08,6.08,4.86,5.17,2.13,8.21,8.21,7.29,2.43,8.51,3.95,3.34,3.04,7.29,6.38,5.47,2.13,5.47
Seq_7231,4.26,0.30,6.08,6.08,4.86,4.86,2.13,8.21,8.51,7.29,2.43,7.60,4.26,3.34,3.04,7.60,6.08,5.17,2.13,5.78
Seq_7232,3.77,0.16,7.08,5.50,5.66,7.55,2.52,5.97,6.13,7.55,2.36,8.33,3.93,3.77,5.50,4.72,6.29,5.82,1.26,6.13
Seq_7233,13.51,7.21,9.01,9.01,4.50,8.11,7.21,0.00,5.41,6.31,6.31,2.70,3.60,1.80,0.90,7.21,3.60,2.70,0.00,0.90
Seq_7234,5.39,0.00,6.73,4.04,4.71,7.07,3.70,4.71,4.71,6.06,3.03,7.07,7.41,5.05,7.07,4.71,6.06,5.39,3.70,3.37
Seq_7235,8.87,1.68,6.00,6.00,2.88,8.63,1.92,8.15,5.04,8.15,3.12,5.04,6.95,2.88,4.56,4.32,4.56,5.28,1.92,4.08
Seq_7236,12.53,1.02,4.09,7.67,3.32,6.65,1.02,6.14,7.93,10.49,2.05,5.88,3.58,4.09,3.32,5.37,4.60,7.67,1.02,1.53
Seq_7237,2.71,0.78,4.65,8.91,5.43,7.36,3.10,4.65,4.26,11.63,3.88,3.88,6.20,3.88,5.81,7.36,5.04,6.59,0.39,3.49
Seq_7238,10.53,1.00,7.77,7.02,2.76,10.78,2.51,5.76,2.76,8.27,1.75,3.26,3.76,2.01,7.52,5.01,5.26,5.76,2.76,3.76
Seq_7239,14.09,0.67,6.04,7.38,2.91,6.49,1.79,5.59,3.80,8.50,2.24,4.03,4.92,3.58,8.50,4.47,4.92,4.92,0.89,4.25
Seq_7240,6.33,0.90,6.33,7.24,4.52,5.88,2.71,6.79,7.24,11.76,2.26,3.17,5.43,2.71,3.62,5.88,5.88,6.79,0.45,4.07
Seq_7241,6.33,0.90,6.33,7.24,4.52,5.88,2.71,6.33,7.24,11.76,2.26,3.62,5.43,2.71,3.62,5.88,5.88,6.79,0.45,4.07
Seq_7242,9.17,0.89,7.10,7.10,4.73,6.21,2.07,5.33,6.51,11.83,4.73,4.44,5.03,2.66,4.14,5.03,2.96,5.62,0.30,4.14
Seq_7243,6.42,0.92,6.06,8.07,2.39,4.95,1.47,5.50,8.62,7.89,3.12,5.69,7.89,3.85,3.67,6.97,7.16,6.06,0.73,2.57
Seq_7244,3.72,1.86,8.55,8.55,6.32,2.23,1.86,7.06,7.43,10.78,1.86,4.83,4.46,4.83,3.72,4.46,6.32,2.97,2.23,5.95
Seq_7245,6.13,1.88,5.93,7.71,6.23,6.13,1.38,5.73,7.21,8.89,2.17,4.84,5.53,3.26,3.36,7.61,5.73,6.72,0.49,3.06
Seq_7246,9.16,0.00,5.34,7.63,5.34,7.63,6.11,5.34,1.53,6.11,3.82,3.05,4.58,0.76,9.92,3.82,7.63,9.16,1.53,1.53
Seq_7247,3.06,0.00,7.14,8.16,7.14,2.55,1.53,7.14,13.78,11.73,7.14,5.10,2.04,2.55,3.57,6.12,3.57,3.57,0.00,4.08
Seq_7248,7.00,1.95,6.61,8.17,7.39,7.78,1.56,7.78,6.61,4.67,3.11,5.45,3.89,3.11,3.50,5.45,5.45,3.11,1.95,5.45
Seq_7249,7.42,1.01,5.74,5.17,4.95,7.99,1.91,6.07,5.51,9.00,2.36,4.95,6.30,4.27,4.61,5.06,4.95,8.44,0.79,3.49
Seq_7250,13.76,1.06,5.82,6.53,3.00,11.64,3.35,1.06,1.41,11.29,1.59,1.59,7.05,1.94,7.23,4.06,4.76,9.52,0.71,2.65
Seq_7251,3.48,2.27,6.15,6.02,4.01,6.82,3.48,4.81,5.35,10.16,1.20,5.35,5.35,5.61,7.35,5.08,5.88,6.42,1.74,3.48
Seq_7252,3.96,1.98,5.68,6.61,4.23,7.66,3.70,4.62,5.02,10.70,1.32,4.62,6.21,5.42,6.47,5.81,5.42,5.94,1.32,3.30
Seq_7253,7.50,0.68,4.77,7.50,2.50,8.86,1.82,6.59,7.95,5.91,2.50,4.77,5.23,5.00,4.77,5.00,6.82,6.59,1.14,4.09
Seq_7254,5.35,3.29,6.17,5.76,3.70,5.76,3.29,7.41,3.70,6.58,3.29,10.29,4.94,5.35,7.41,6.17,0.00,4.94,1.65,4.94
Seq_7255,9.92,0.79,6.35,5.56,3.97,11.11,1.59,6.35,6.75,6.35,2.78,4.37,3.17,2.38,3.17,7.14,7.14,7.94,0.79,2.38
Seq_7256,13.43,0.43,6.18,2.35,3.62,7.89,2.56,5.54,2.99,8.74,1.49,4.48,4.90,6.40,4.26,5.54,7.25,6.40,1.49,4.05
Seq_7257,19.22,0.78,4.71,3.14,3.14,13.33,0.78,6.67,3.14,7.45,3.14,3.14,1.96,2.75,4.31,5.49,7.45,7.84,0.39,1.18
Seq_7258,7.75,1.39,5.17,6.56,4.77,7.95,2.58,5.57,4.17,11.93,1.19,4.97,3.18,4.37,4.37,7.36,5.77,5.37,1.19,4.37
Seq_7259,9.21,0.88,6.80,5.26,1.75,10.75,3.29,6.80,5.48,10.75,1.75,4.61,3.29,3.29,4.82,4.17,5.48,9.21,0.66,1.75
Seq_7260,10.10,0.51,6.57,7.58,3.54,9.09,3.03,3.54,5.56,10.61,2.53,5.05,5.56,1.52,3.54,4.04,7.07,8.08,1.01,1.52
Seq_7261,4.49,0.64,9.62,5.77,6.41,5.77,1.28,5.77,8.97,5.77,2.56,6.41,2.56,2.56,3.85,6.41,4.49,7.05,3.21,6.41
Seq_7262,8.02,1.85,4.94,3.70,8.64,14.20,2.47,5.56,8.02,4.94,2.47,6.17,3.70,1.85,2.47,5.56,6.17,7.41,0.62,1.23
Seq_7263,5.85,0.70,6.56,3.98,5.15,5.62,3.28,4.45,3.98,7.26,3.98,4.92,7.03,3.51,5.39,8.20,7.26,5.85,2.11,4.92
Seq_7264,7.15,0.90,3.75,6.56,2.31,6.65,2.49,5.65,4.57,12.30,1.99,3.98,5.83,7.24,3.84,8.68,5.70,6.29,1.54,2.58
Seq_7265,8.92,1.27,5.41,4.78,1.91,7.32,2.55,5.41,13.06,7.64,2.23,7.01,2.23,0.32,3.50,7.96,4.14,6.05,2.55,5.73
Seq_7266,16.45,0.65,5.48,6.45,2.26,5.16,2.90,7.10,6.13,9.03,1.94,2.26,4.19,3.87,6.77,5.81,2.90,7.10,0.65,2.90
Seq_7267,10.95,1.46,4.38,5.60,3.89,8.27,4.38,1.70,3.16,11.44,1.22,1.95,6.81,2.68,8.27,6.57,4.38,8.27,1.95,2.68
Seq_7268,6.40,1.40,4.20,7.00,6.00,6.80,1.60,2.80,5.40,12.60,3.00,1.80,6.60,5.20,7.80,5.40,5.00,7.40,1.20,2.40
Seq_7269,7.27,0.91,2.73,11.36,4.55,10.45,2.73,3.18,4.09,9.55,4.55,0.45,3.64,5.45,7.73,4.09,4.09,10.91,0.91,1.36
Seq_7270,3.77,0.94,7.55,2.83,6.13,13.68,2.36,5.66,6.60,7.08,2.36,2.83,5.19,1.42,3.77,6.13,7.08,11.32,1.42,1.89
Seq_7271,8.36,1.74,5.23,7.67,2.09,5.57,3.14,3.14,3.48,9.41,0.70,2.09,8.36,5.92,5.92,10.10,6.97,6.62,0.70,2.79
Seq_7272,7.90,1.23,6.67,5.68,3.46,6.67,2.47,7.90,5.43,10.37,2.72,4.44,5.93,3.70,5.19,5.43,3.21,6.17,1.48,3.95
Seq_7273,4.59,1.83,7.80,7.34,4.13,6.42,2.75,5.96,9.63,12.39,4.13,1.83,5.96,2.29,4.13,3.67,2.75,4.13,1.83,6.42
Seq_7274,4.55,0.00,5.05,12.12,2.53,11.11,3.03,6.06,10.10,6.57,3.54,0.51,7.07,2.02,5.05,5.56,4.55,4.55,1.52,4.55
Seq_7275,4.53,1.26,6.55,8.56,3.78,6.05,1.76,6.80,8.06,10.83,2.02,5.54,2.27,3.78,4.79,8.82,2.27,8.06,0.76,3.53
Seq_7276,11.02,0.85,4.24,5.08,0.85,5.93,8.47,5.93,1.69,13.56,4.24,2.54,4.24,5.93,3.39,6.78,8.47,4.24,0.85,1.69
Seq_7277,9.43,2.10,5.66,6.92,4.61,9.64,3.14,4.82,5.24,7.76,2.31,3.14,4.82,2.31,6.08,3.98,6.29,6.50,1.68,3.56
Seq_7278,8.98,1.88,5.43,7.31,4.59,9.81,3.13,4.38,5.01,8.56,1.67,3.13,5.01,2.51,5.64,3.97,6.89,6.89,1.67,3.55
Seq_7279,7.04,1.41,7.75,8.45,7.04,4.23,0.70,7.75,4.93,4.93,2.82,4.23,2.82,0.70,7.04,8.45,8.45,7.75,1.41,2.11
Seq_7280,7.81,0.50,6.80,5.29,3.78,9.57,2.77,2.77,3.02,9.32,1.76,3.78,5.79,3.27,5.79,7.81,5.29,9.57,1.76,3.53
Seq_7281,9.34,0.00,1.10,13.19,3.85,5.49,2.75,2.20,3.30,15.93,0.55,0.00,9.34,1.65,7.69,3.85,7.69,8.79,0.55,2.75
Seq_7282,8.75,1.36,6.61,6.61,3.89,8.75,2.92,5.45,7.00,7.20,1.95,3.31,5.84,2.92,4.67,3.70,4.67,9.14,0.97,4.09
Seq_7283,11.85,2.10,6.50,4.59,4.78,4.21,2.49,3.63,1.72,10.52,1.72,2.49,4.97,6.88,7.07,6.50,3.82,7.07,3.25,3.82
Seq_7284,8.26,2.14,3.67,6.73,5.20,8.26,3.06,3.06,4.89,10.40,3.36,3.36,4.89,5.20,5.20,5.20,5.81,5.81,1.53,3.98
Seq_7285,6.06,0.00,8.08,13.13,4.04,3.03,1.01,8.08,7.07,11.11,4.04,2.02,4.04,2.02,3.03,11.11,3.03,4.04,0.00,5.05
Seq_7286,6.07,2.14,4.64,6.43,6.07,6.43,1.43,6.43,8.21,10.71,2.14,7.86,3.57,2.14,3.93,7.50,3.57,5.36,0.71,4.64
Seq_7287,7.22,1.11,7.50,6.39,3.61,4.17,3.61,6.11,5.28,11.67,3.06,3.89,4.72,4.17,5.28,5.56,5.00,6.11,1.39,4.17
Seq_7288,6.94,1.11,7.50,6.39,3.61,4.17,3.33,6.11,5.28,11.94,3.06,3.89,4.72,4.17,5.28,5.56,5.28,6.11,1.39,4.17
Seq_7289,8.11,1.80,2.70,8.11,1.80,7.21,1.80,4.50,5.41,9.01,2.70,2.70,3.60,12.61,4.50,6.31,3.60,7.21,0.00,6.31
Seq_7290,8.62,0.29,7.47,6.90,3.16,7.76,4.02,6.61,6.90,7.18,0.86,6.32,3.74,2.59,3.16,4.89,6.32,6.32,2.01,4.89
Seq_7291,11.61,0.37,6.37,5.99,3.75,5.99,1.12,9.36,7.49,8.99,1.12,5.24,3.37,4.49,4.49,4.49,7.12,6.37,0.00,2.25
Seq_7292,8.24,1.12,5.99,4.87,5.99,7.12,3.00,5.24,1.50,11.24,1.50,4.12,4.87,3.00,6.37,6.74,4.87,9.74,0.75,3.75
Seq_7293,7.11,1.02,6.09,2.03,4.57,6.60,1.52,7.61,4.06,6.09,2.54,7.11,5.58,4.57,1.52,8.12,11.17,7.11,1.52,4.06
Seq_7294,8.30,1.24,7.05,4.56,4.56,7.05,2.49,7.88,3.73,6.64,1.24,5.39,6.64,3.73,8.30,5.39,4.56,3.73,2.07,5.39
Seq_7295,3.29,0.00,8.92,12.68,1.88,3.29,0.94,7.51,11.27,13.15,1.41,7.98,2.35,2.35,4.69,7.98,1.88,5.63,0.47,2.35
Seq_7296,5.53,1.99,4.51,6.87,4.46,5.10,2.79,6.33,6.98,9.93,3.06,4.67,4.88,4.24,4.67,7.62,4.83,6.55,1.50,3.49
Seq_7297,11.21,0.00,5.61,2.91,5.61,10.09,1.12,4.71,3.14,6.95,1.57,7.40,3.59,4.93,3.36,8.74,7.17,4.04,2.69,5.16
Seq_7298,11.42,0.00,5.12,3.94,5.51,9.84,0.00,7.09,1.18,14.96,3.54,1.18,2.36,2.36,3.54,5.51,7.09,9.06,2.36,3.94
Seq_7299,11.68,1.06,4.55,6.83,3.95,9.10,2.88,5.01,5.31,8.35,2.43,5.46,4.25,3.49,3.49,5.31,5.16,6.98,1.52,3.19
Seq_7300,9.30,1.43,6.62,6.44,2.15,6.44,1.61,7.87,7.33,10.38,2.33,4.29,2.68,2.86,4.83,8.05,5.37,8.59,0.00,1.43
Seq_7301,9.93,0.00,2.98,8.61,1.99,6.29,2.32,7.95,4.97,8.94,1.99,3.31,5.96,2.32,6.95,4.97,4.30,11.26,1.32,3.64
Seq_7302,2.37,1.98,6.32,6.72,3.16,3.56,1.19,8.70,7.51,12.65,2.37,7.11,3.56,4.74,3.16,4.74,8.30,5.93,1.19,4.74
Seq_7303,4.79,2.48,5.45,4.63,3.64,7.44,1.82,2.64,4.30,10.74,1.82,3.97,6.28,3.80,8.60,10.74,7.27,3.64,0.83,5.12
Seq_7304,14.42,1.66,4.81,7.21,3.70,6.47,1.66,2.40,4.07,12.75,1.66,2.40,5.18,4.99,7.21,4.62,4.07,7.95,0.74,2.03
Seq_7305,10.06,1.78,7.69,6.11,5.72,7.10,2.56,4.93,4.34,8.28,2.96,4.73,3.94,2.37,8.09,4.34,3.94,4.93,1.97,4.14
Seq_7306,6.62,0.74,2.94,7.35,4.41,10.29,0.74,6.62,1.47,7.35,1.47,5.88,5.15,5.88,11.03,5.88,2.94,8.09,1.47,3.68
Seq_7307,5.94,1.83,7.31,5.48,5.02,5.02,1.37,5.48,7.31,9.13,4.57,5.02,5.48,4.11,5.02,5.48,2.74,5.02,1.37,7.31
Seq_7308,6.81,1.00,5.41,7.01,2.81,6.81,2.20,6.81,6.01,11.22,2.20,4.41,4.21,4.21,5.01,8.22,4.41,6.61,1.20,3.41
Seq_7309,14.95,0.52,5.67,6.19,2.84,5.67,2.84,7.22,4.64,9.28,4.12,3.35,4.90,2.32,4.90,6.19,6.44,5.41,0.77,1.80
Seq_7310,12.03,0.75,7.27,6.02,4.76,7.77,2.51,5.01,2.01,10.53,2.51,1.50,6.77,5.01,7.77,2.76,6.02,7.27,0.75,1.00
Seq_7311,12.74,0.00,6.13,6.60,4.25,4.72,1.42,3.30,3.30,11.79,2.83,1.89,4.72,5.19,7.55,7.55,4.25,5.66,2.83,3.30
Seq_7312,9.79,0.89,5.64,7.72,5.04,6.82,2.08,6.82,3.26,5.64,2.67,5.93,4.15,5.04,4.75,4.15,5.34,10.39,1.19,2.67
Seq_7313,6.59,2.62,4.36,3.68,4.26,7.27,2.33,4.84,4.26,9.30,3.39,4.46,10.66,6.78,3.59,7.36,4.84,5.62,0.10,3.68
Seq_7314,11.60,1.29,6.81,9.94,0.92,8.47,1.10,7.37,8.47,7.73,4.79,2.39,2.39,3.13,4.24,3.68,5.34,9.58,0.00,0.74
Seq_7315,5.74,3.35,5.74,7.18,2.87,8.13,0.48,4.78,7.66,8.13,0.96,3.35,3.83,6.70,4.78,5.74,5.26,11.00,0.96,3.35
Seq_7316,10.00,0.00,5.71,3.81,3.33,9.52,4.29,5.24,8.57,8.10,1.90,5.24,5.71,6.67,0.95,3.81,4.29,4.76,3.33,4.76
Seq_7317,8.58,0.43,4.72,9.01,5.58,7.30,1.72,2.58,2.58,8.15,2.15,5.15,3.43,4.29,6.44,9.87,4.72,7.73,3.00,2.58
Seq_7318,3.37,1.26,6.59,7.15,5.33,2.66,1.40,8.98,7.57,10.66,1.82,6.73,2.81,6.03,3.51,10.52,4.91,5.05,1.26,2.38
Seq_7319,10.49,0.00,6.79,8.02,4.94,6.79,1.85,3.09,7.41,8.64,2.47,0.62,10.49,6.79,2.47,5.56,4.32,4.94,0.62,3.70
Seq_7320,2.06,3.09,6.70,8.76,4.12,4.12,1.55,5.15,10.82,7.73,2.06,3.09,2.06,3.61,5.67,10.82,6.70,6.19,0.52,5.15
Seq_7321,8.08,1.73,6.35,5.58,5.58,6.73,2.69,3.46,5.00,10.58,3.85,4.23,4.62,4.81,4.23,5.38,6.73,5.77,1.54,3.08
Seq_7322,9.55,0.84,7.02,5.62,3.93,11.80,3.37,5.06,1.69,7.87,2.25,1.40,6.46,4.21,6.18,3.93,3.65,7.87,3.09,4.21
Seq_7323,7.35,1.02,5.71,6.94,3.47,6.53,3.67,8.37,6.94,8.16,3.06,4.49,3.67,3.47,3.47,6.33,6.73,5.92,1.84,2.86
Seq_7324,6.45,1.29,5.81,14.84,2.58,5.16,3.87,4.52,3.23,11.61,3.87,2.58,5.16,5.81,1.94,5.81,3.87,7.74,1.29,2.58
Seq_7325,14.00,1.00,6.00,7.00,3.50,7.50,2.00,8.50,2.50,9.00,4.50,3.00,2.50,4.00,5.50,7.50,4.50,4.00,0.50,3.00
Seq_7326,6.64,2.31,3.62,6.44,1.81,5.13,7.14,3.42,3.22,5.84,1.91,3.22,9.86,6.14,5.63,13.78,6.14,5.43,0.60,1.71
Seq_7327,5.53,0.69,4.84,10.14,5.53,4.84,2.30,5.30,9.68,10.37,0.92,3.46,5.07,3.00,3.23,11.29,4.38,4.15,2.30,3.00
Seq_7328,6.48,1.75,2.74,6.73,4.49,8.23,1.75,7.23,5.74,9.48,1.75,4.74,3.74,5.99,2.99,7.48,5.74,7.73,2.00,3.24
Seq_7329,8.28,0.59,6.51,8.28,2.37,8.28,5.33,4.14,11.24,4.73,1.18,6.51,2.37,1.78,2.37,5.92,5.33,6.51,2.96,5.33
Seq_7330,10.59,1.63,6.31,5.70,3.26,9.16,2.85,5.50,5.70,6.92,2.65,4.68,3.46,2.44,4.28,5.70,5.50,8.96,0.81,3.87
Seq_7331,8.35,2.24,5.09,6.31,3.67,10.18,2.65,5.30,5.70,6.72,3.26,4.68,3.87,1.83,3.87,6.52,6.72,8.96,0.81,3.26
Seq_7332,13.14,1.71,6.29,4.57,4.57,12.57,1.14,3.43,2.29,8.57,1.14,5.14,5.71,4.57,5.14,4.00,4.00,8.57,0.57,2.86
Seq_7333,7.23,0.99,7.38,6.24,5.11,6.52,3.40,4.82,5.25,9.93,1.99,5.11,4.40,2.84,6.24,5.11,4.82,7.38,1.13,4.11
Seq_7334,12.19,0.79,5.03,6.62,2.52,8.61,3.05,3.18,0.66,14.97,1.19,1.46,8.34,4.64,7.15,4.90,6.09,5.17,1.85,1.59
Seq_7335,10.55,1.17,5.86,13.28,1.95,5.08,1.56,4.69,7.81,10.55,2.73,3.12,1.56,2.34,4.69,7.03,4.69,5.86,0.78,4.69
Seq_7336,13.89,5.56,4.17,2.78,4.17,8.33,4.17,2.78,8.33,2.78,2.78,4.17,4.17,1.39,8.33,6.94,4.17,6.94,0.00,4.17
Seq_7337,11.46,0.19,6.60,6.99,4.27,6.80,1.94,4.85,4.08,7.77,2.91,3.88,5.44,3.69,6.60,4.85,4.27,6.41,1.75,5.24
Seq_7338,6.08,2.39,4.97,9.02,3.87,5.52,2.03,4.79,7.18,9.39,1.29,3.68,4.79,4.05,4.79,10.13,5.52,6.08,1.10,3.31
Seq_7339,12.22,0.00,7.09,4.83,3.62,7.24,1.96,3.77,5.58,11.01,3.02,4.83,4.83,4.22,5.43,3.77,5.58,6.33,1.36,3.32
Seq_7340,8.88,0.97,7.34,2.12,6.37,7.14,3.67,4.63,1.54,7.53,1.16,6.18,8.30,4.05,3.09,6.95,7.34,8.69,1.35,2.70
Seq_7341,7.63,1.17,3.52,8.61,2.74,4.50,2.35,5.28,8.61,7.63,2.35,5.87,6.85,2.54,4.89,9.00,7.24,5.68,0.59,2.94
Seq_7342,8.13,3.25,5.28,7.32,4.07,6.50,1.22,6.91,7.72,5.69,2.44,2.03,3.25,4.47,4.47,6.10,7.72,8.54,0.81,4.07
Seq_7343,15.02,0.96,4.79,7.99,1.92,7.99,3.19,4.79,1.28,12.46,1.28,0.96,7.35,1.28,8.63,3.83,4.47,7.67,2.24,1.92
Seq_7344,6.95,2.14,6.42,4.81,1.07,4.28,2.14,5.35,7.49,11.76,1.60,8.02,2.14,5.35,6.95,10.16,3.21,4.81,1.07,4.28
Seq_7345,7.49,1.69,6.52,6.76,3.86,7.97,1.93,7.25,9.18,6.52,3.62,3.62,2.90,4.35,3.86,4.83,6.04,5.80,1.45,4.35
